run_id,scenario_id,t,x,y,theta,v,omega,e_line,line_loss_flag,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,obstacle_flag,fault_flag,u_L,u_R,sat_flag_L,sat_flag_R,safety_violation,notes
Team05_S1_iter14,S1,0.000,-0.0000,0.0827,-0.0430,-0.0031,-10.6667,0.0800,0,0.0423,0.0000,0.0077,0.1056,0.5396,0,0,1.0000,-1.0000,1,1,0,
Team05_S1_iter14,S1,0.010,0.0025,0.0772,-0.0800,0.2541,-2.8271,0.0827,0,0.0132,0.0060,0.0347,0.1110,0.4404,0,0,0.5879,0.0521,0,0,0,
Team05_S1_iter14,S1,0.020,0.0052,0.0829,-0.0378,0.2668,4.3096,0.0772,0,0.0316,0.0255,0.0633,0.1732,0.6223,0,0,-0.0730,0.7130,0,0,0,
Team05_S1_iter14,S1,0.030,0.0077,0.0785,-0.1114,0.2572,-5.3324,0.0829,0,0.0000,0.0212,0.0342,0.1154,0.4802,0,0,0.8190,-0.1790,0,0,0,
Team05_S1_iter14,S1,0.040,0.0103,0.0700,-0.0611,0.2592,3.2962,0.0785,0,0.0359,0.0000,0.0171,0.1540,0.5888,0,0,0.0152,0.6248,0,0,0,
Team05_S1_iter14,S1,0.050,0.0130,0.0655,0.0060,0.2677,6.8457,0.0700,0,0.0138,0.0036,0.0724,0.2693,0.7828,0,0,-0.3143,0.9543,0,0,0,
Team05_S1_iter14,S1,0.060,0.0157,0.0706,0.0422,0.2667,3.5516,0.0655,0,0.0162,0.0000,0.0785,0.3639,0.9098,0,0,0.0004,0.6396,0,0,0,
Team05_S1_iter14,S1,0.070,0.0180,0.0684,-0.0012,0.2363,-4.6315,0.0706,0,0.0000,0.0000,0.0666,0.2872,0.7783,0,0,0.7713,-0.1313,0,0,0,
Team05_S1_iter14,S1,0.080,0.0206,0.0719,0.0250,0.2583,1.5520,0.0684,0,0.0000,0.0196,0.0949,0.3339,0.8896,0,0,0.1811,0.4589,0,0,0,
Team05_S1_iter14,S1,0.090,0.0232,0.0777,-0.0105,0.2596,-3.5434,0.0719,0,0.0000,0.0134,0.0392,0.2280,0.7290,0,0,0.6478,-0.0078,0,0,0,
Team05_S1_iter14,S1,0.100,0.0256,0.0777,-0.0678,0.2426,-5.3238,0.0777,0,0.0326,0.0028,0.0064,0.1773,0.5935,0,0,0.8295,-0.1895,0,0,0,
Team05_S1_iter14,S1,0.110,0.0282,0.0825,-0.0835,0.2558,-0.4434,0.0777,0,0.0039,0.0000,0.0292,0.1829,0.6095,0,0,0.3638,0.2762,0,0,0,
Team05_S1_iter14,S1,0.120,0.0306,0.0798,-0.1251,0.2424,-4.5136,0.0825,0,0.0000,0.0172,0.0432,0.0907,0.4366,0,0,0.7555,-0.1155,0,0,0,
Team05_S1_iter14,S1,0.130,0.0332,0.0802,-0.0962,0.2598,1.9261,0.0798,0,0.0000,0.0017,0.0205,0.1445,0.5490,0,0,0.1480,0.4920,0,0,0,
Team05_S1_iter14,S1,0.140,0.0357,0.0803,-0.0995,0.2546,-0.8504,0.0802,0,0.0261,0.0000,0.0000,0.1804,0.5365,0,0,0.4067,0.2333,0,0,0,
Team05_S1_iter14,S1,0.150,0.0382,0.0865,-0.1076,0.2546,-0.4565,0.0803,0,0.0368,0.0024,0.0000,0.1319,0.5321,0,0,0.3744,0.2656,0,0,0,
Team05_S1_iter14,S1,0.160,0.0407,0.0896,-0.1614,0.2460,-5.7411,0.0865,0,0.0000,0.0000,0.0032,0.0222,0.3834,0,0,0.8655,-0.2255,0,0,0,
Team05_S1_iter14,S1,0.170,0.0431,0.0919,-0.1945,0.2423,-3.0615,0.0896,0,0.0000,0.0238,0.0118,0.0385,0.2962,0,0,0.6250,0.0150,0,0,0,
Team05_S1_iter14,S1,0.180,0.0455,0.0964,-0.2232,0.2476,-2.4010,0.0919,0,0.0000,0.0038,0.0000,0.0323,0.2930,0,0,0.5594,0.0806,0,0,0,
Team05_S1_iter14,S1,0.190,0.0478,0.0970,-0.2658,0.2348,-4.2196,0.0964,0,0.0000,0.0176,0.0337,0.0701,0.1464,0,0,0.7356,-0.0956,0,0,0,
Team05_S1_iter14,S1,0.200,0.0502,0.1011,-0.2807,0.2554,-1.0910,0.0970,0,0.0000,0.0000,0.0109,0.0423,0.1903,0,0,0.4244,0.2156,0,0,0,
Team05_S1_iter14,S1,0.210,0.0527,0.0987,-0.3087,0.2540,-4.1313,0.1011,0,0.0325,0.0000,0.0475,0.0240,0.1471,0,0,0.7093,-0.0693,0,0,0,
Team05_S1_iter14,S1,0.220,0.0552,0.0922,-0.2859,0.2629,1.6515,0.0987,0,0.0426,0.0000,0.0000,0.0513,0.1280,0,0,0.1846,0.4554,0,0,0,
Team05_S1_iter14,S1,0.230,0.0576,0.0794,-0.2533,0.2533,4.8995,0.0922,0,0.0061,0.0000,0.0000,0.0544,0.2811,0,0,-0.1417,0.7817,0,0,0,
Team05_S1_iter14,S1,0.240,0.0591,0.0864,-0.1699,0.1532,8.8808,0.0794,0,0.0000,0.0000,0.0127,0.1300,0.5557,0,0,-0.6565,1.0000,0,1,0,
Team05_S1_iter14,S1,0.250,0.0616,0.0883,-0.2379,0.2527,-6.5220,0.0864,0,0.0111,0.0000,0.0000,0.0750,0.3697,0,0,0.9336,-0.2936,0,0,0,
Team05_S1_iter14,S1,0.260,0.0640,0.0849,-0.2517,0.2512,-2.0732,0.0883,0,0.0000,0.0051,0.0089,0.0567,0.3427,0,0,0.5239,0.1161,0,0,0,
Team05_S1_iter14,S1,0.270,0.0665,0.0808,-0.2319,0.2589,2.4165,0.0849,0,0.0000,0.0000,0.0000,0.0669,0.4135,0,0,0.0986,0.5414,0,0,0,
Team05_S1_iter14,S1,0.280,0.0692,0.0760,-0.2148,0.2692,3.1712,0.0808,0,0.0000,0.0103,0.0191,0.1133,0.4962,0,0,0.0415,0.5985,0,0,0,
Team05_S1_iter14,S1,0.290,0.0717,0.0815,-0.1741,0.2639,3.6871,0.0760,0,0.0000,0.0000,0.0041,0.1977,0.6643,0,0,-0.0163,0.6563,0,0,0,
Team05_S1_iter14,S1,0.300,0.0741,0.0779,-0.2163,0.2393,-5.0438,0.0815,0,0.0000,0.0000,0.0451,0.1177,0.5078,0,0,0.8063,-0.1663,0,0,0,
Team05_S1_iter14,S1,0.310,0.0766,0.0773,-0.1922,0.2609,2.6928,0.0779,0,0.0150,0.0323,0.0365,0.1510,0.5545,0,0,0.0756,0.5644,0,0,0,
Team05_S1_iter14,S1,0.320,0.0792,0.0792,-0.1921,0.2560,0.0341,0.0773,0,0.0000,0.0062,0.0377,0.1746,0.6031,0,0,0.3176,0.3224,0,0,0,
Team05_S1_iter14,S1,0.330,0.0816,0.0705,-0.2069,0.2513,-2.1076,0.0792,0,0.0000,0.0000,0.0403,0.1702,0.5290,0,0,0.5268,0.1132,0,0,0,
Team05_S1_iter14,S1,0.340,0.0842,0.0731,-0.1293,0.2660,7.1163,0.0705,0,0.0000,0.0196,0.0715,0.3111,0.7664,0,0,-0.3410,0.9810,0,0,0,
Team05_S1_iter14,S1,0.350,0.0867,0.0753,-0.1601,0.2501,-2.6112,0.0731,0,0.0162,0.0341,0.0107,0.2297,0.7182,0,0,0.5741,0.0659,0,0,0,
Team05_S1_iter14,S1,0.360,0.0892,0.0712,-0.1796,0.2497,-2.2119,0.0753,0,0.0000,0.0033,0.0000,0.1971,0.6565,0,0,0.5391,0.1009,0,0,0,
Team05_S1_iter14,S1,0.370,0.0918,0.0762,-0.1570,0.2618,3.0630,0.0712,0,0.0108,0.0000,0.0666,0.2539,0.8042,0,0,0.0411,0.5989,0,0,0,
Team05_S1_iter14,S1,0.380,0.0941,0.0858,-0.2185,0.2366,-4.5492,0.0762,0,0.0138,0.0386,0.0099,0.1748,0.6321,0,0,0.7636,-0.1236,0,0,0,
Team05_S1_iter14,S1,0.390,0.0960,0.0884,-0.3042,0.1919,-7.9747,0.0858,0,0.0046,0.0000,0.0000,0.0838,0.3732,0,0,1.0000,-0.5014,1,0,0,
Team05_S1_iter14,S1,0.400,0.0983,0.0909,-0.3376,0.2488,-2.6273,0.0884,0,0.0000,0.0000,0.0000,0.0750,0.3086,0,0,0.5775,0.0625,0,0,0,
Team05_S1_iter14,S1,0.410,0.1007,0.0880,-0.3702,0.2482,-2.5906,0.0909,0,0.0259,0.0007,0.0000,0.0251,0.2885,0,0,0.5752,0.0648,0,0,0,
Team05_S1_iter14,S1,0.420,0.1030,0.0874,-0.3632,0.2540,1.8711,0.0880,0,0.0000,0.0000,0.0000,0.0538,0.3061,0,0,0.1400,0.5000,0,0,0,
Team05_S1_iter14,S1,0.430,0.1054,0.0773,-0.3543,0.2560,0.0626,0.0874,0,0.0000,0.0136,0.0068,0.0578,0.3523,0,0,0.3283,0.3117,0,0,0,
Team05_S1_iter14,S1,0.440,0.1077,0.0769,-0.2618,0.2378,7.7943,0.0773,0,0.0022,0.0000,0.0000,0.1750,0.6161,0,0,-0.4456,1.0000,0,1,0,
Team05_S1_iter14,S1,0.450,0.1101,0.0731,-0.2570,0.2561,-0.1605,0.0769,0,0.0000,0.0045,0.0479,0.1485,0.6028,0,0,0.3327,0.3073,0,0,0,
Team05_S1_iter14,S1,0.460,0.1127,0.0800,-0.1921,0.2623,2.8845,0.0731,0,0.0000,0.0057,0.0239,0.2148,0.7293,0,0,0.0593,0.5807,0,0,0,
Team05_S1_iter14,S1,0.470,0.1151,0.0813,-0.2541,0.2478,-6.4102,0.0800,0,0.0190,0.0248,0.0047,0.1404,0.5204,0,0,0.9263,-0.2863,0,0,0,
Team05_S1_iter14,S1,0.480,0.1176,0.0726,-0.2769,0.2548,-1.5659,0.0813,0,0.0194,0.0000,0.0115,0.1316,0.5069,0,0,0.4699,0.1701,0,0,0,
Team05_S1_iter14,S1,0.490,0.1202,0.0722,-0.2057,0.2677,7.0321,0.0726,0,0.0360,0.0000,0.0152,0.2350,0.7085,0,0,-0.3319,0.9719,0,0,0,
Team05_S1_iter14,S1,0.500,0.1227,0.0818,-0.2003,0.2559,-0.0803,0.0722,0,0.0000,0.0000,0.0117,0.2644,0.7793,0,0,0.3310,0.3090,0,0,0,
Team05_S1_iter14,S1,0.510,0.1248,0.0820,-0.2708,0.2164,-8.0218,0.0818,0,0.0000,0.0109,0.0181,0.1069,0.5090,0,0,1.0000,-0.4924,1,0,0,
Team05_S1_iter14,S1,0.520,0.1272,0.0805,-0.2717,0.2558,-0.7090,0.0820,0,0.0000,0.0249,0.0000,0.1096,0.4530,0,0,0.3876,0.2524,0,0,0,
Team05_S1_iter14,S1,0.530,0.1297,0.0780,-0.2946,0.2568,0.8182,0.0805,0,0.0036,0.0160,0.0395,0.0988,0.4954,0,0,0.2478,0.3922,0,0,0,
Team05_S1_iter14,S1,0.540,0.1322,0.0786,-0.2842,0.2620,1.8092,0.0780,0,0.0107,0.0000,0.0316,0.1811,0.5679,0,0,0.1653,0.4747,0,0,0,
Team05_S1_iter14,S1,0.550,0.1347,0.0876,-0.2947,0.2542,-1.0058,0.0786,0,0.0222,0.0000,0.0134,0.1405,0.5704,0,0,0.4216,0.2184,0,0,0,
Team05_S1_iter14,S1,0.560,0.1366,0.0781,-0.3691,0.2053,-7.6759,0.0876,0,0.0042,0.0128,0.0000,0.0710,0.3490,0,0,1.0000,-0.4520,1,0,0,
Team05_S1_iter14,S1,0.570,0.1391,0.0800,-0.2787,0.2676,7.5807,0.0781,0,0.0000,0.0608,0.0000,0.1382,0.5859,0,0,-0.3932,1.0000,0,1,0,
Team05_S1_iter14,S1,0.580,0.1415,0.0793,-0.2910,0.2517,-2.0088,0.0800,0,0.0000,0.0095,0.0397,0.1133,0.5362,0,0,0.5172,0.1228,0,0,0,
Team05_S1_iter14,S1,0.590,0.1440,0.0748,-0.2854,0.2560,0.0971,0.0793,0,0.0058,0.0000,0.0295,0.1372,0.5873,0,0,0.3127,0.3273,0,0,0,
Team05_S1_iter14,S1,0.600,0.1465,0.0812,-0.2454,0.2577,3.3765,0.0748,0,0.0000,0.0282,0.0332,0.2122,0.6883,0,0,0.0056,0.6344,0,0,0,
Team05_S1_iter14,S1,0.610,0.1488,0.0755,-0.3105,0.2381,-5.8670,0.0812,0,0.0000,0.0070,0.0000,0.1182,0.5047,0,0,0.8824,-0.2424,0,0,0,
Team05_S1_iter14,S1,0.620,0.1511,0.0712,-0.2740,0.2474,4.2838,0.0755,0,0.0000,0.0095,0.0157,0.1779,0.6315,0,0,-0.0899,0.7299,0,0,0,
Team05_S1_iter14,S1,0.630,0.1536,0.0685,-0.2439,0.2571,3.2761,0.0712,0,0.0000,0.0453,0.0473,0.2767,0.7811,0,0,0.0143,0.6257,0,0,0,
Team05_S1_iter14,S1,0.640,0.1561,0.0763,-0.2230,0.2558,1.8472,0.0685,0,0.0288,0.0260,0.0480,0.3174,0.8326,0,0,0.1463,0.4937,0,0,0,
Team05_S1_iter14,S1,0.650,0.1584,0.0810,-0.3062,0.2390,-7.0111,0.0763,0,0.0000,0.0034,0.0267,0.2083,0.6286,0,0,0.9872,-0.3472,0,0,0,
Team05_S1_iter14,S1,0.660,0.1609,0.0768,-0.3544,0.2547,-4.5060,0.0810,0,0.0140,0.0218,0.0177,0.0926,0.4623,0,0,0.7436,-0.1036,0,0,0,
Team05_S1_iter14,S1,0.670,0.1632,0.0694,-0.3121,0.2544,3.0390,0.0768,0,0.0161,0.0048,0.0181,0.1687,0.6018,0,0,0.0329,0.6071,0,0,0,
Team05_S1_iter14,S1,0.680,0.1659,0.0657,-0.2552,0.2751,6.0069,0.0694,0,0.0000,0.0120,0.0446,0.2555,0.8238,0,0,-0.2289,0.8689,0,0,0,
Team05_S1_iter14,S1,0.690,0.1683,0.0662,-0.2337,0.2544,2.7099,0.0657,0,0.0041,0.0000,0.1017,0.3495,0.9057,0,0,0.0635,0.5765,0,0,0,
Team05_S1_iter14,S1,0.700,0.1708,0.0680,-0.2517,0.2551,-0.7943,0.0662,0,0.0000,0.0332,0.0880,0.3345,0.8896,0,0,0.3990,0.2410,0,0,0,
Team05_S1_iter14,S1,0.710,0.1733,0.0679,-0.2637,0.2565,-1.9934,0.0680,0,0.0000,0.0024,0.0412,0.3386,0.8360,0,0,0.5059,0.1341,0,0,0,
Team05_S1_iter14,S1,0.720,0.1758,0.0636,-0.2640,0.2563,-0.3321,0.0679,0,0.0000,0.0000,0.0621,0.3429,0.8257,0,0,0.3477,0.2923,0,0,0,
Team05_S1_iter14,S1,0.730,0.1782,0.0628,-0.2255,0.2536,3.1612,0.0636,0,0.0000,0.0359,0.0785,0.4495,0.9099,0,0,0.0205,0.6195,0,0,0,
Team05_S1_iter14,S1,0.740,0.1807,0.0590,-0.2347,0.2564,0.3632,0.0628,0,0.0000,0.0117,0.1181,0.4688,0.9489,0,0,0.2914,0.3486,0,0,0,
Team05_S1_iter14,S1,0.750,0.1832,0.0678,-0.2133,0.2611,2.9664,0.0590,0,0.0000,0.0000,0.1518,0.5698,0.9677,0,0,0.0494,0.5906,0,0,0,
Team05_S1_iter14,S1,0.760,0.1855,0.0682,-0.3015,0.2297,-7.5915,0.0678,0,0.0045,0.0000,0.0569,0.3527,0.8732,0,0,1.0000,-0.4241,1,0,0,
Team05_S1_iter14,S1,0.770,0.1879,0.0669,-0.3099,0.2552,-0.7682,0.0682,0,0.0182,0.0211,0.0955,0.3455,0.8699,0,0,0.3964,0.2436,0,0,0,
Team05_S1_iter14,S1,0.780,0.1904,0.0650,-0.3056,0.2562,0.6889,0.0669,0,0.0428,0.0046,0.0789,0.3624,0.8529,0,0,0.2565,0.3835,0,0,0,
Team05_S1_iter14,S1,0.790,0.1928,0.0719,-0.2942,0.2600,1.3284,0.0650,0,0.0185,0.0005,0.0928,0.4335,0.9019,0,0,0.2091,0.4309,0,0,0,
Team05_S1_iter14,S1,0.800,0.1953,0.0758,-0.3538,0.2570,-6.2765,0.0719,0,0.0000,0.0000,0.0158,0.2400,0.7714,0,0,0.9078,-0.2678,0,0,0,
Team05_S1_iter14,S1,0.810,0.1976,0.0741,-0.3807,0.2450,-3.7185,0.0758,0,0.0000,0.0053,0.0140,0.2158,0.6573,0,0,0.6807,-0.0407,0,0,0,
Team05_S1_iter14,S1,0.820,0.2000,0.0649,-0.3567,0.2604,1.1800,0.0741,0,0.0000,0.0000,0.0330,0.2154,0.7076,0,0,0.2268,0.4132,0,0,0,
Team05_S1_iter14,S1,0.830,0.2024,0.0661,-0.2744,0.2582,7.4080,0.0649,0,0.0091,0.0143,0.0619,0.4268,0.9118,0,0,-0.3782,1.0000,0,1,0,
Team05_S1_iter14,S1,0.840,0.2049,0.0679,-0.2933,0.2569,-1.4637,0.0661,0,0.0015,0.0000,0.0595,0.3774,0.8519,0,0,0.4546,0.1854,0,0,0,
Team05_S1_iter14,S1,0.850,0.2074,0.0532,-0.3229,0.2546,-1.9857,0.0679,0,0.0239,0.0367,0.0780,0.3124,0.8435,0,0,0.5091,0.1309,0,0,0,
Team05_S1_iter14,S1,0.860,0.2084,0.0570,-0.2253,0.1053,9.7942,0.0532,0,0.0203,0.0491,0.2253,0.7068,0.2445,0,0,-0.8258,1.0000,0,1,0,
Team05_S1_iter14,S1,0.870,0.2108,0.0515,-0.2505,0.2520,-3.5383,0.0570,0,0.0000,0.0302,0.2052,0.6192,1.0000,0,0,0.6565,-0.0165,0,0,0,
Team05_S1_iter14,S1,0.880,0.2135,0.0456,-0.1990,0.2728,4.4984,0.0515,0,0.0293,0.0624,0.2367,0.7462,0.3944,0,0,-0.0849,0.7249,0,0,0,
Team05_S1_iter14,S1,0.890,0.2159,0.0537,-0.1495,0.2549,4.7065,0.0456,0,0.0078,0.0866,0.3802,0.8778,0.8539,0,0,-0.1222,0.7622,0,0,0,
Team05_S1_iter14,S1,0.900,0.2183,0.0508,-0.2126,0.2410,-7.1360,0.0537,0,0.0000,0.0171,0.2148,0.7158,0.1871,0,0,0.9976,-0.3576,1,0,0,
Team05_S1_iter14,S1,0.910,0.2209,0.0473,-0.1775,0.2601,2.2353,0.0508,0,0.0000,0.0590,0.2805,0.7690,0.4670,0,0,0.1185,0.5215,0,0,0,
Team05_S1_iter14,S1,0.920,0.2234,0.0441,-0.1471,0.2551,2.6998,0.0473,0,0.0000,0.0592,0.3419,0.8907,0.7602,0,0,0.0655,0.5745,0,0,0,
Team05_S1_iter14,S1,0.930,0.2259,0.0438,-0.1225,0.2563,2.4586,0.0441,0,0.0000,0.0746,0.4405,0.9079,0.9789,0,0,0.0901,0.5499,0,0,0,
Team05_S1_iter14,S1,0.940,0.2285,0.0467,-0.1276,0.2559,0.0232,0.0438,0,0.0181,0.0764,0.4230,0.9372,0.9335,0,0,0.3274,0.3126,0,0,0,
Team05_S1_iter14,S1,0.950,0.2309,0.0444,-0.1482,0.2431,-2.5290,0.0467,0,0.0471,0.0868,0.3850,0.8622,0.7864,0,0,0.5775,0.0625,0,0,0,
Team05_S1_iter14,S1,0.960,0.2334,0.0470,-0.1372,0.2567,1.6835,0.0444,0,0.0000,0.0838,0.4068,0.9489,0.9406,0,0,0.1640,0.4760,0,0,0,
Team05_S1_iter14,S1,0.970,0.2359,0.0497,-0.1638,0.2530,-2.4234,0.0470,0,0.0372,0.0696,0.3376,0.8590,0.7872,0,0,0.5524,0.0876,0,0,0,
Team05_S1_iter14,S1,0.980,0.2384,0.0478,-0.1897,0.2512,-2.5944,0.0497,0,0.0010,0.0309,0.3044,0.8268,0.5780,0,0,0.5709,0.0691,0,0,0,
Team05_S1_iter14,S1,0.990,0.2409,0.0533,-0.1821,0.2570,1.3576,0.0478,0,0.0000,0.0918,0.2935,0.8281,0.7489,0,0,0.1959,0.4441,0,0,0,
Team05_S1_iter14,S1,1.000,0.2434,0.0522,-0.2209,0.2486,-4.9709,0.0533,0,0.0000,0.0219,0.2282,0.7303,0.1840,0,0,0.7922,-0.1522,0,0,0,
Team05_S1_iter14,S1,1.010,0.2459,0.0443,-0.2260,0.2577,0.7420,0.0522,0,0.0000,0.0415,0.2518,0.7351,0.3681,0,0,0.2610,0.3790,0,0,0,
Team05_S1_iter14,S1,1.020,0.2484,0.0461,-0.1479,0.2585,6.4886,0.0443,0,0.0000,0.0714,0.4200,0.9543,0.9128,0,0,-0.2866,0.9266,0,0,0,
Team05_S1_iter14,S1,1.030,0.2509,0.0496,-0.1770,0.2543,-1.8361,0.0461,0,0.0000,0.0785,0.3590,0.9142,0.8235,0,0,0.4961,0.1439,0,0,0,
Team05_S1_iter14,S1,1.040,0.2535,0.0516,-0.2025,0.2580,-3.3193,0.0496,0,0.0219,0.0139,0.2564,0.8125,0.5641,0,0,0.6286,0.0114,0,0,0,
Team05_S1_iter14,S1,1.050,0.2559,0.0545,-0.2063,0.2530,-1.9331,0.0516,0,0.0030,0.0397,0.2441,0.7713,0.4437,0,0,0.5077,0.1323,0,0,0,
Team05_S1_iter14,S1,1.060,0.2584,0.0504,-0.2232,0.2501,-2.7732,0.0545,0,0.0000,0.0113,0.2168,0.7201,0.0465,0,0,0.5887,0.0513,0,0,0,
Team05_S1_iter14,S1,1.070,0.2610,0.0513,-0.2013,0.2659,3.3784,0.0504,0,0.0217,0.0478,0.2725,0.7940,0.5208,0,0,0.0163,0.6237,0,0,0,
Team05_S1_iter14,S1,1.080,0.2635,0.0450,-0.1986,0.2561,-1.1558,0.0513,0,0.0016,0.0419,0.2804,0.7497,0.4697,0,0,0.4280,0.2120,0,0,0,
Team05_S1_iter14,S1,1.090,0.2660,0.0484,-0.1577,0.2544,5.0843,0.0450,0,0.0202,0.0991,0.3964,0.8710,0.8922,0,0,-0.1580,0.7980,0,0,0,
Team05_S1_iter14,S1,1.100,0.2684,0.0419,-0.1732,0.2474,-3.0874,0.0484,0,0.0000,0.0340,0.3283,0.8331,0.7108,0,0,0.6210,0.0190,0,0,0,
Team05_S1_iter14,S1,1.110,0.2710,0.0426,-0.1121,0.2650,5.3426,0.0419,0,0.0044,0.0922,0.4924,0.9836,0.9716,0,0,-0.1735,0.8135,0,0,0,
Team05_S1_iter14,S1,1.120,0.2736,0.0521,-0.1193,0.2539,-0.7615,0.0426,0,0.0021,0.1177,0.4535,0.9560,0.9510,0,0,0.4025,0.2375,0,0,0,
Team05_S1_iter14,S1,1.130,0.2754,0.0546,-0.1700,0.1850,-7.7152,0.0521,0,0.0137,0.0361,0.2615,0.7763,0.3631,0,0,1.0000,-0.4697,1,0,0,
Team05_S1_iter14,S1,1.140,0.2779,0.0634,-0.1855,0.2516,-2.3606,0.0546,0,0.0000,0.0094,0.2024,0.6789,0.1042,0,0,0.5491,0.0909,0,0,0,
Team05_S1_iter14,S1,1.150,0.2800,0.0629,-0.2634,0.2189,-7.5539,0.0634,0,0.0502,0.0114,0.0958,0.4317,0.8928,0,0,1.0000,-0.4266,1,0,0,
Team05_S1_iter14,S1,1.160,0.2825,0.0556,-0.2500,0.2560,0.0747,0.0629,0,0.0025,0.0000,0.0713,0.4330,0.9822,0,0,0.3137,0.3263,0,0,0,
Team05_S1_iter14,S1,1.170,0.2852,0.0568,-0.2002,0.2787,6.0429,0.0556,0,0.0061,0.0397,0.1828,0.6748,1.0000,0,0,-0.2295,0.8695,0,0,0,
Team05_S1_iter14,S1,1.180,0.2877,0.0509,-0.2126,0.2508,-1.2374,0.0568,0,0.0420,0.0183,0.1886,0.6406,1.0000,0,0,0.4525,0.1875,0,0,0,
Team05_S1_iter14,S1,1.190,0.2903,0.0547,-0.1616,0.2750,4.9536,0.0509,0,0.0000,0.0766,0.2612,0.7614,0.4764,0,0,-0.1271,0.7671,0,0,0,
Team05_S1_iter14,S1,1.200,0.2927,0.0584,-0.2084,0.2439,-3.4885,0.0547,0,0.0000,0.0207,0.2079,0.6907,0.0544,0,0,0.6612,-0.0212,0,0,0,
Team05_S1_iter14,S1,1.210,0.2953,0.0569,-0.2339,0.2614,-3.5696,0.0584,0,0.0000,0.0361,0.1171,0.5755,0.9783,0,0,0.6481,-0.0081,0,0,0,
Team05_S1_iter14,S1,1.220,0.2978,0.0602,-0.2176,0.2565,0.9037,0.0569,0,0.0000,0.0261,0.1851,0.6093,0.9801,0,0,0.2379,0.4021,0,0,0,
Team05_S1_iter14,S1,1.230,0.3002,0.0608,-0.2407,0.2503,-3.0810,0.0602,0,0.0265,0.0548,0.1337,0.5082,0.9747,0,0,0.6166,0.0234,0,0,0,
Team05_S1_iter14,S1,1.240,0.3027,0.0651,-0.2355,0.2550,-0.8366,0.0608,0,0.0153,0.0173,0.1590,0.5100,0.9367,0,0,0.4032,0.2368,0,0,0,
Team05_S1_iter14,S1,1.250,0.3051,0.0718,-0.2679,0.2460,-3.9737,0.0651,0,0.0041,0.0228,0.1056,0.4013,0.8681,0,0,0.7029,-0.0629,0,0,0,
Team05_S1_iter14,S1,1.260,0.3074,0.0722,-0.3100,0.2381,-6.0658,0.0718,0,0.0000,0.0132,0.0342,0.2479,0.7713,0,0,0.9007,-0.2607,0,0,0,
Team05_S1_iter14,S1,1.270,0.3098,0.0775,-0.3094,0.2534,-0.6642,0.0722,0,0.0130,0.0283,0.0460,0.2594,0.7529,0,0,0.3973,0.2427,0,0,0,
Team05_S1_iter14,S1,1.280,0.3122,0.0771,-0.3464,0.2485,-4.9566,0.0775,0,0.0139,0.0000,0.0367,0.1919,0.5859,0,0,0.7910,-0.1510,0,0,0,
Team05_S1_iter14,S1,1.290,0.3146,0.0792,-0.3375,0.2559,-0.0609,0.0771,0,0.0216,0.0003,0.0193,0.1968,0.6347,0,0,0.3304,0.3096,0,0,0,
Team05_S1_iter14,S1,1.300,0.3170,0.0878,-0.3518,0.2599,-2.3881,0.0792,0,0.0000,0.0096,0.0106,0.1365,0.5471,0,0,0.5368,0.1032,0,0,0,
Team05_S1_iter14,S1,1.310,0.3190,0.0896,-0.4301,0.2057,-7.4517,0.0878,0,0.0046,0.0000,0.0000,0.0808,0.3772,0,0,1.0000,-0.4220,1,0,0,
Team05_S1_iter14,S1,1.320,0.3213,0.0885,-0.4311,0.2550,-2.1282,0.0896,0,0.0132,0.0000,0.0000,0.0321,0.3197,0,0,0.5214,0.1186,0,0,0,
Team05_S1_iter14,S1,1.330,0.3236,0.0865,-0.4232,0.2565,0.4858,0.0885,0,0.0000,0.0000,0.0000,0.0331,0.3092,0,0,0.2795,0.3605,0,0,0,
Team05_S1_iter14,S1,1.340,0.3260,0.0756,-0.4053,0.2550,1.0499,0.0865,0,0.0000,0.0000,0.0136,0.0717,0.3741,0,0,0.2177,0.4223,0,0,0,
Team05_S1_iter14,S1,1.350,0.3280,0.0760,-0.3141,0.2277,8.1934,0.0756,0,0.0082,0.0000,0.0175,0.1905,0.6648,0,0,-0.5090,1.0000,0,1,0,
Team05_S1_iter14,S1,1.360,0.3305,0.0818,-0.3254,0.2538,-0.7277,0.0760,0,0.0307,0.0000,0.0119,0.1738,0.6282,0,0,0.4002,0.2398,0,0,0,
Team05_S1_iter14,S1,1.370,0.3328,0.0819,-0.3888,0.2493,-5.4196,0.0818,0,0.0000,0.0120,0.0068,0.1182,0.4620,0,0,0.8332,-0.1932,0,0,0,
Team05_S1_iter14,S1,1.380,0.3352,0.0827,-0.3899,0.2547,-0.4124,0.0819,0,0.0049,0.0125,0.0289,0.1302,0.4806,0,0,0.3701,0.2699,0,0,0,
Team05_S1_iter14,S1,1.390,0.3375,0.0822,-0.3968,0.2519,-1.1136,0.0827,0,0.0125,0.0000,0.0000,0.0963,0.4892,0,0,0.4390,0.2010,0,0,0,
Team05_S1_iter14,S1,1.400,0.3399,0.0772,-0.4041,0.2560,0.1080,0.0822,0,0.0178,0.0138,0.0598,0.0823,0.4801,0,0,0.3300,0.3100,0,0,0,
