run_id,scenario_id,t,x,y,theta,v,omega,e_line,line_loss_flag,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,obstacle_flag,fault_flag,u_L,u_R,sat_flag_L,sat_flag_R,safety_violation,notes
Team05_S1_iter14,S1,39.120,9.4457,0.0306,-0.1812,0.2597,1.9346,0.0251,0,0.0570,0.4028,0.9325,0.9094,0.0000,0,0,0.1471,0.4929,0,0,0,
Team05_S1_iter14,S1,39.130,9.4481,0.0354,-0.2446,0.2394,-4.7141,0.0306,0,0.0533,0.2947,0.7630,0.4978,0.5642,0,0,0.7763,-0.1363,0,0,0,
Team05_S1_iter14,S1,39.140,9.4505,0.0282,-0.2921,0.2538,-4.3005,0.0354,0,0.0163,0.2023,0.6256,0.9927,0.9001,0,0,0.7254,-0.0854,0,0,0,
Team05_S1_iter14,S1,39.150,9.4533,0.0314,-0.2356,0.2892,6.2364,0.0282,0,0.1076,0.3647,0.8336,0.6981,0.3737,0,0,-0.2399,0.8799,0,0,0,
Team05_S1_iter14,S1,39.160,9.4557,0.0265,-0.2543,0.2502,-2.8963,0.0314,0,0.0731,0.2514,0.7425,0.4171,0.6753,0,0,0.5998,0.0402,0,0,0,
Team05_S1_iter14,S1,39.170,9.4582,0.0251,-0.2121,0.2510,4.0231,0.0265,0,0.0661,0.3578,0.8371,0.8302,0.1850,0,0,-0.0624,0.7024,0,0,0,
Team05_S1_iter14,S1,39.180,9.4607,0.0302,-0.2111,0.2570,1.0312,0.0251,0,0.1035,0.3895,0.8560,0.9012,0.0000,0,0,0.2277,0.4123,0,0,0,
Team05_S1_iter14,S1,39.190,9.4632,0.0323,-0.2541,0.2565,-4.5194,0.0302,0,0.0537,0.3092,0.7720,0.5290,0.5485,0,0,0.7432,-0.1032,0,0,0,
Team05_S1_iter14,S1,39.200,9.4656,0.0382,-0.2672,0.2516,-1.9324,0.0323,0,0.0336,0.2525,0.7461,0.3012,0.7288,0,0,0.5105,0.1295,0,0,0,
Team05_S1_iter14,S1,39.210,9.4680,0.0436,-0.3198,0.2479,-5.2027,0.0382,0,0.0459,0.1584,0.5978,0.9570,0.9848,0,0,0.8142,-0.1742,0,0,0,
Team05_S1_iter14,S1,39.220,9.4704,0.0420,-0.3641,0.2562,-4.9047,0.0436,0,0.0378,0.1247,0.4475,0.9303,0.9411,0,0,0.7796,-0.1396,0,0,0,
Team05_S1_iter14,S1,39.230,9.4729,0.0430,-0.3798,0.2601,1.2487,0.0420,0,0.0166,0.0956,0.4607,0.9664,0.9677,0,0,0.2181,0.4219,0,0,0,
Team05_S1_iter14,S1,39.240,9.4752,0.0402,-0.3987,0.2550,-1.0214,0.0430,0,0.0255,0.1060,0.4289,0.9390,0.9727,0,0,0.4200,0.2200,0,0,0,
Team05_S1_iter14,S1,39.250,9.4776,0.0393,-0.3849,0.2619,2.2648,0.0402,0,0.0000,0.1305,0.5681,0.9854,0.9632,0,0,0.1191,0.5209,0,0,0,
Team05_S1_iter14,S1,39.260,9.4800,0.0327,-0.3617,0.2568,0.5540,0.0393,0,0.0462,0.1303,0.5746,0.9835,1.0000,0,0,0.2748,0.3652,0,0,0,
Team05_S1_iter14,S1,39.270,9.4825,0.0267,-0.3056,0.2600,5.4445,0.0327,0,0.0617,0.2432,0.7456,0.2679,0.7760,0,0,-0.1873,0.8273,0,0,0,
Team05_S1_iter14,S1,39.280,9.4849,0.0304,-0.2628,0.2575,4.9370,0.0267,0,0.0624,0.3479,0.8782,0.8018,0.2193,0,0,-0.1416,0.7816,0,0,0,
Team05_S1_iter14,S1,39.290,9.4873,0.0287,-0.3063,0.2480,-3.1917,0.0304,0,0.0443,0.2864,0.7854,0.5070,0.5720,0,0,0.6296,0.0104,0,0,0,
Team05_S1_iter14,S1,39.300,9.4897,0.0319,-0.2996,0.2558,1.2593,0.0287,0,0.0926,0.3280,0.8352,0.6674,0.4236,0,0,0.2013,0.4387,0,0,0,
Team05_S1_iter14,S1,39.310,9.4923,0.0314,-0.3080,0.2627,-3.0211,0.0319,0,0.0529,0.2526,0.7506,0.3474,0.6581,0,0,0.5934,0.0466,0,0,0,
Team05_S1_iter14,S1,39.320,9.4947,0.0334,-0.3046,0.2565,0.2941,0.0314,0,0.0267,0.2792,0.7609,0.3922,0.6816,0,0,0.3006,0.3394,0,0,0,
Team05_S1_iter14,S1,39.330,9.4972,0.0348,-0.3315,0.2582,-1.9821,0.0334,0,0.0265,0.2443,0.7048,0.2037,0.7957,0,0,0.5010,0.1390,0,0,0,
Team05_S1_iter14,S1,39.340,9.4996,0.0307,-0.3539,0.2563,-1.4244,0.0348,0,0.0000,0.2007,0.7055,0.0682,0.9037,0,0,0.4526,0.1874,0,0,0,
Team05_S1_iter14,S1,39.350,9.5021,0.0353,-0.3179,0.2664,3.4673,0.0307,0,0.0568,0.2981,0.7956,0.5175,0.6319,0,0,0.0083,0.6317,0,0,0,
Team05_S1_iter14,S1,39.360,9.5044,0.0330,-0.3576,0.2441,-4.0092,0.0353,0,0.0195,0.1768,0.6588,1.0000,0.8969,0,0,0.7080,-0.0680,0,0,0,
Team05_S1_iter14,S1,39.370,9.5068,0.0336,-0.3425,0.2582,1.7379,0.0330,0,0.0282,0.2439,0.7536,0.2267,0.8088,0,0,0.1626,0.4774,0,0,0,
Team05_S1_iter14,S1,39.380,9.5092,0.0341,-0.3595,0.2540,-0.5888,0.0336,0,0.0444,0.2602,0.6956,0.1905,0.8226,0,0,0.3881,0.2519,0,0,0,
Team05_S1_iter14,S1,39.390,9.5116,0.0355,-0.3708,0.2555,-0.5604,0.0341,0,0.0060,0.2304,0.7267,0.1281,0.8321,0,0,0.3762,0.2638,0,0,0,
Team05_S1_iter14,S1,39.400,9.5140,0.0349,-0.3673,0.2533,-1.3499,0.0355,0,0.0000,0.1583,0.7062,1.0000,0.8951,0,0,0.4547,0.1853,0,0,0,
Team05_S1_iter14,S1,39.410,9.5164,0.0442,-0.3637,0.2561,0.3017,0.0349,0,0.0213,0.1994,0.6746,0.0402,0.8839,0,0,0.2939,0.3461,0,0,0,
Team05_S1_iter14,S1,39.420,9.5181,0.0524,-0.4568,0.1833,-7.5292,0.0442,0,0.0417,0.0875,0.4174,0.9094,0.9203,0,0,1.0000,-0.4457,1,0,0,
Team05_S1_iter14,S1,39.430,9.5202,0.0569,-0.5402,0.2420,-7.2358,0.0524,0,0.0000,0.0226,0.2506,0.7116,0.3242,0,0,1.0000,-0.3687,1,0,0,
Team05_S1_iter14,S1,39.440,9.5224,0.0512,-0.5825,0.2483,-4.1358,0.0569,0,0.0301,0.0540,0.1594,0.6074,0.9869,0,0,0.7154,-0.0754,0,0,0,
Team05_S1_iter14,S1,39.450,9.5246,0.0556,-0.5350,0.2643,4.6312,0.0512,0,0.0000,0.0215,0.2716,0.7119,0.4462,0,0,-0.1063,0.7463,0,0,0,
Team05_S1_iter14,S1,39.460,9.5268,0.0479,-0.5797,0.2550,-4.0927,0.0556,0,0.0388,0.0166,0.1978,0.6458,1.0000,0,0,0.7047,-0.0647,0,0,0,
Team05_S1_iter14,S1,39.470,9.5289,0.0420,-0.5071,0.2486,6.1713,0.0479,0,0.0116,0.0428,0.2901,0.8863,0.7075,0,0,-0.2636,0.9036,0,0,0,
Team05_S1_iter14,S1,39.480,9.5313,0.0440,-0.4524,0.2740,4.9609,0.0420,0,0.0372,0.0967,0.5004,0.9627,1.0000,0,0,-0.1288,0.7688,0,0,0,
Team05_S1_iter14,S1,39.490,9.5335,0.0444,-0.4616,0.2477,-1.8051,0.0440,0,0.0058,0.0959,0.4392,0.9137,0.9578,0,0,0.5075,0.1325,0,0,0,
Team05_S1_iter14,S1,39.500,9.5358,0.0459,-0.4752,0.2544,-0.5274,0.0444,0,0.0085,0.1063,0.3863,0.9509,0.8908,0,0,0.3809,0.2591,0,0,0,
Team05_S1_iter14,S1,39.510,9.5380,0.0337,-0.4902,0.2532,-1.5095,0.0459,0,0.0273,0.0495,0.4362,0.8891,0.8347,0,0,0.4692,0.1708,0,0,0,
Team05_S1_iter14,S1,39.520,9.5394,0.0270,-0.3998,0.1592,8.8079,0.0337,0,0.0705,0.2459,0.7081,0.1763,0.8270,0,0,-0.6422,1.0000,0,1,0,
Team05_S1_iter14,S1,39.530,9.5419,0.0203,-0.3425,0.2667,5.6037,0.0270,0,0.0520,0.3813,0.8525,0.7830,0.2702,0,0,-0.1969,0.8369,0,0,0,
Team05_S1_iter14,S1,39.540,9.5443,0.0125,-0.2913,0.2563,5.6244,0.0203,0,0.1309,0.4988,0.9477,1.0000,0.9858,0,0,-0.2071,0.8471,0,0,0,
Team05_S1_iter14,S1,39.550,9.5469,0.0081,-0.2144,0.2695,6.6665,0.0125,0,0.2388,0.7334,0.3362,0.7501,0.8601,0,0,-0.2960,0.9360,0,0,0,
Team05_S1_iter14,S1,39.560,9.5495,0.0038,-0.1823,0.2644,3.7875,0.0081,0,0.3227,0.8645,0.7041,0.3782,0.7325,0,0,-0.0254,0.6654,0,0,0,
Team05_S1_iter14,S1,39.570,9.5520,0.0083,-0.1319,0.2637,3.7024,0.0038,0,0.4179,0.9252,0.9402,0.9807,0.6643,0,0,-0.0180,0.6580,0,0,0,
Team05_S1_iter14,S1,39.580,9.5545,0.0013,-0.1730,0.2478,-3.7991,0.0083,0,0.3466,0.8563,0.6766,0.4222,0.7693,0,0,0.6851,-0.0451,0,0,0,
Team05_S1_iter14,S1,39.590,9.5569,-0.0036,-0.1212,0.2462,5.9544,0.0013,0,0.4943,0.9566,0.9831,0.9746,0.5579,0,0,-0.2451,0.8851,0,0,0,
Team05_S1_iter14,S1,39.600,9.5595,-0.0077,-0.0747,0.2598,4.1851,-0.0036,0,0.6572,0.9960,0.9487,0.9280,0.4010,0,0,-0.0684,0.7084,0,0,0,
Team05_S1_iter14,S1,39.610,9.5621,-0.0146,-0.0415,0.2609,3.6612,-0.0077,0,0.7371,0.3301,0.7288,0.8395,0.3465,0,0,-0.0174,0.6574,0,0,0,
Team05_S1_iter14,S1,39.620,9.5647,-0.0124,0.0192,0.2623,5.9888,-0.0146,0,0.8925,0.8565,0.0420,0.6920,0.2070,0,0,-0.2369,0.8769,0,0,0,
Team05_S1_iter14,S1,39.630,9.5673,-0.0103,0.0044,0.2563,-1.7801,-0.0124,0,0.8565,0.7578,0.3047,0.7364,0.2597,0,0,0.4862,0.1538,0,0,0,
Team05_S1_iter14,S1,39.640,9.5698,-0.0116,-0.0114,0.2508,-1.5541,-0.0103,0,0.8257,0.5737,0.4881,0.7804,0.2665,0,0,0.4791,0.1609,0,0,0,
Team05_S1_iter14,S1,39.650,9.5724,-0.0092,-0.0012,0.2610,1.3003,-0.0116,0,0.8270,0.6607,0.4047,0.7861,0.2210,0,0,0.2159,0.4241,0,0,0,
Team05_S1_iter14,S1,39.660,9.5750,-0.0149,-0.0177,0.2548,-1.8822,-0.0092,0,0.7356,0.4673,0.6312,0.8130,0.3439,0,0,0.4992,0.1408,0,0,0,
Team05_S1_iter14,S1,39.670,9.5775,-0.0141,0.0292,0.2587,4.9165,-0.0149,0,0.9355,0.8432,0.0181,0.6545,0.2072,0,0,-0.1386,0.7786,0,0,0,
Team05_S1_iter14,S1,39.680,9.5801,-0.0195,0.0450,0.2548,-0.4363,-0.0141,0,0.8702,0.8231,0.1418,0.7367,0.2007,0,0,0.3714,0.2686,0,0,0,
Team05_S1_iter14,S1,39.690,9.5827,-0.0235,0.0930,0.2587,4.7361,-0.0195,0,1.0000,1.0000,0.9777,0.5340,0.1046,0,0,-0.1216,0.7616,0,0,0,
Team05_S1_iter14,S1,39.700,9.5853,-0.0227,0.1277,0.2659,3.7320,-0.0235,0,1.0000,0.9640,0.9619,0.4458,0.1014,0,0,-0.0182,0.6582,0,0,0,
Team05_S1_iter14,S1,39.710,9.5879,-0.0230,0.1141,0.2556,-0.4981,-0.0227,0,0.9938,0.9879,0.9199,0.4929,0.1142,0,0,0.3696,0.2704,0,0,0,
Team05_S1_iter14,S1,39.720,9.5904,-0.0274,0.1092,0.2558,0.3382,-0.0230,0,0.9568,0.9622,0.9261,0.4540,0.1128,0,0,0.2864,0.3536,0,0,0,
Team05_S1_iter14,S1,39.730,9.5930,-0.0198,0.1401,0.2571,3.9568,-0.0274,0,0.2752,0.7546,0.8549,0.3599,0.0901,0,0,-0.0498,0.6898,0,0,0,
Team05_S1_iter14,S1,39.740,9.5954,-0.0183,0.0641,0.2501,-6.3374,-0.0198,0,0.9711,1.0000,1.0000,0.5716,0.1685,0,0,0.9181,-0.2781,0,0,0,
Team05_S1_iter14,S1,39.750,9.5980,-0.0226,0.0594,0.2547,-1.1073,-0.0183,0,0.9693,0.9628,0.9559,0.5757,0.1416,0,0,0.4285,0.2115,0,0,0,
Team05_S1_iter14,S1,39.760,9.6005,-0.0110,0.1007,0.2579,3.8343,-0.0226,0,1.0000,0.9502,0.9546,0.4246,0.1068,0,0,-0.0373,0.6773,0,0,0,
Team05_S1_iter14,S1,39.770,9.6020,-0.0013,0.0113,0.1442,-8.4728,-0.0110,0,0.7963,0.6293,0.4607,0.7816,0.2345,0,0,1.0000,-0.5985,1,0,0,
Team05_S1_iter14,S1,39.780,9.6041,-0.0092,-0.0748,0.2108,-7.7160,-0.0013,0,0.5750,0.9763,1.0000,0.9679,0.4891,0,0,1.0000,-0.4538,1,0,0,
Team05_S1_iter14,S1,39.790,9.6068,-0.0027,-0.0195,0.2669,6.8017,-0.0092,0,0.7435,0.4312,0.6372,0.8083,0.3073,0,0,-0.3106,0.9506,0,0,0,
Team05_S1_iter14,S1,39.800,9.6092,-0.0077,-0.0747,0.2464,-5.4435,-0.0027,0,0.6070,0.9989,0.9532,0.9093,0.4733,0,0,0.8377,-0.1977,0,0,0,
Team05_S1_iter14,S1,39.810,9.6118,-0.0071,-0.0344,0.2607,4.3717,-0.0077,0,0.7424,0.3142,0.7404,0.8523,0.3247,0,0,-0.0852,0.7252,0,0,0,
Team05_S1_iter14,S1,39.820,9.6144,-0.0110,-0.0424,0.2557,-0.4184,-0.0071,0,0.7436,0.2715,0.7909,0.9005,0.3462,0,0,0.3618,0.2782,0,0,0,
Team05_S1_iter14,S1,39.830,9.6170,-0.0097,-0.0012,0.2638,3.4725,-0.0110,0,0.8005,0.6031,0.5069,0.8143,0.2972,0,0,0.0043,0.6357,0,0,0,
Team05_S1_iter14,S1,39.840,9.6195,-0.0092,-0.0022,0.2541,-0.9376,-0.0097,0,0.7809,0.5165,0.5631,0.8415,0.3211,0,0,0.4162,0.2238,0,0,0,
Team05_S1_iter14,S1,39.850,9.6221,-0.0129,-0.0070,0.2560,-0.3195,-0.0092,0,0.7803,0.4742,0.6203,0.8152,0.3352,0,0,0.3505,0.2895,0,0,0,
Team05_S1_iter14,S1,39.860,9.6247,-0.0246,0.0293,0.2587,3.2399,-0.0129,0,0.8490,0.7617,0.2584,0.7405,0.2465,0,0,0.0198,0.6202,0,0,0,
Team05_S1_iter14,S1,39.870,9.6263,-0.0217,0.1051,0.1612,8.7236,-0.0246,0,1.0000,0.9297,0.9124,0.3967,0.0562,0,0,-0.6283,1.0000,0,1,0,
Team05_S1_iter14,S1,39.880,9.6288,-0.0264,0.0852,0.2468,-2.1112,-0.0217,0,0.9962,0.9695,0.9634,0.4946,0.1148,0,0,0.5355,0.1045,0,0,0,
Team05_S1_iter14,S1,39.890,9.6314,-0.0360,0.1345,0.2612,4.1948,-0.0264,0,0.1554,0.8135,0.8457,0.4100,0.0823,0,0,-0.0679,0.7079,0,0,0,
Team05_S1_iter14,S1,39.900,9.6336,-0.0278,0.2118,0.2298,7.9333,-0.0360,0,0.9438,1.0000,0.6054,0.1933,0.0491,0,0,-0.4707,1.0000,0,1,0,
Team05_S1_iter14,S1,39.910,9.6361,-0.0287,0.1382,0.2482,-6.7674,-0.0278,0,0.3497,0.7491,0.8568,0.3452,0.0825,0,0,0.9593,-0.3193,0,0,0,
Team05_S1_iter14,S1,39.920,9.6386,-0.0243,0.1357,0.2588,1.0772,-0.0287,0,0.4248,0.6603,0.8408,0.3357,0.0613,0,0,0.2309,0.4091,0,0,0,
Team05_S1_iter14,S1,39.930,9.6412,-0.0175,0.0823,0.2583,-3.6338,-0.0243,0,1.0000,0.9435,0.9486,0.4374,0.0841,0,0,0.6579,-0.0179,0,0,0,
Team05_S1_iter14,S1,39.940,9.6437,-0.0091,0.0348,0.2528,-5.5901,-0.0175,0,0.9282,0.9621,0.9975,0.6376,0.1844,0,0,0.8465,-0.2065,0,0,0,
Team05_S1_iter14,S1,39.950,9.6461,-0.0136,-0.0294,0.2376,-7.0657,-0.0091,0,0.7747,0.4733,0.6801,0.8019,0.3102,0,0,0.9930,-0.3530,1,0,0,
Team05_S1_iter14,S1,39.960,9.6488,-0.0215,0.0065,0.2681,4.1037,-0.0136,0,0.8917,0.8165,0.1727,0.7242,0.2379,0,0,-0.0517,0.6917,0,0,0,
Team05_S1_iter14,S1,39.970,9.6515,-0.0119,0.0648,0.2746,6.9538,-0.0215,0,0.9575,0.9686,0.9594,0.5341,0.1497,0,0,-0.3200,0.9600,0,0,0,
Team05_S1_iter14,S1,39.980,9.6535,-0.0028,-0.0048,0.1970,-7.5371,-0.0119,0,0.8347,0.6762,0.3611,0.7375,0.2519,0,0,1.0000,-0.4386,1,0,0,
Team05_S1_iter14,S1,39.990,9.6558,-0.0006,-0.0702,0.2350,-7.4515,-0.0028,0,0.6284,1.0000,0.9521,0.9278,0.4530,0,0,1.0000,-0.4017,1,0,0,
Team05_S1_iter14,S1,40.000,9.6583,0.0000,-0.1200,0.2518,-1.7684,-0.0006,0,0.5543,0.9864,1.0000,0.9895,0.4872,0,0,0.4956,0.1444,0,0,0,
Team05_S1_iter14,S1,40.010,9.6609,0.0049,-0.1366,0.2561,-0.5577,0.0000,0,0.5455,0.9580,0.9917,0.9273,0.5591,0,0,0.3718,0.2682,0,0,0,
Team05_S1_iter14,S1,40.020,9.6633,0.0169,-0.1944,0.2425,-4.0470,0.0049,0,0.4176,0.8747,0.9023,1.0000,0.6960,0,0,0.7130,-0.0730,0,0,0,
Team05_S1_iter14,S1,40.030,9.6645,0.0191,-0.2837,0.1288,-8.7910,0.0169,0,0.1618,0.5859,0.9917,0.9454,0.9417,0,0,1.0000,-0.6533,1,0,0,
Team05_S1_iter14,S1,40.040,9.6669,0.0178,-0.3072,0.2483,-1.8316,0.0191,0,0.1171,0.5525,1.0000,1.0000,0.9480,0,0,0.5085,0.1315,0,0,0,
Team05_S1_iter14,S1,40.050,9.6694,0.0229,-0.3025,0.2576,1.0611,0.0178,0,0.1539,0.5993,0.9914,0.9460,0.9550,0,0,0.2271,0.4129,0,0,0,
Team05_S1_iter14,S1,40.060,9.6717,0.0167,-0.3625,0.2438,-4.2936,0.0229,0,0.1027,0.4497,0.9454,0.9961,0.9993,0,0,0.7342,-0.0942,0,0,0,
Team05_S1_iter14,S1,40.070,9.6741,0.0132,-0.3082,0.2534,5.1315,0.0167,0,0.1860,0.5863,0.9614,0.9362,0.9748,0,0,-0.1632,0.8032,0,0,0,
Team05_S1_iter14,S1,40.080,9.6765,0.0126,-0.2653,0.2557,2.8723,0.0132,0,0.2362,0.6925,0.1896,0.7698,0.8572,0,0,0.0503,0.5897,0,0,0,
Team05_S1_iter14,S1,40.090,9.6790,0.0067,-0.2801,0.2563,0.4672,0.0126,0,0.2559,0.7269,0.2885,0.7416,0.8293,0,0,0.2792,0.3608,0,0,0,
Team05_S1_iter14,S1,40.100,9.6815,0.0128,-0.2336,0.2608,5.0115,0.0067,0,0.3704,0.8580,0.8101,0.2499,0.7227,0,0,-0.1456,0.7856,0,0,0,
Team05_S1_iter14,S1,40.110,9.6839,0.0111,-0.2789,0.2428,-5.0975,0.0128,0,0.2020,0.7356,0.2284,0.7915,0.8848,0,0,0.8085,-0.1685,0,0,0,
Team05_S1_iter14,S1,40.120,9.6864,0.0061,-0.2641,0.2625,1.5636,0.0111,0,0.2892,0.7643,0.4876,0.6605,0.8398,0,0,0.1928,0.4472,0,0,0,
Team05_S1_iter14,S1,40.130,9.6889,0.0011,-0.2070,0.2610,4.2775,0.0061,0,0.3951,0.8829,0.8596,0.1413,0.6691,0,0,-0.0760,0.7160,0,0,0,
Team05_S1_iter14,S1,40.140,9.6915,0.0088,-0.1464,0.2663,4.3800,0.0011,0,0.5095,0.9765,0.9927,0.9654,0.5763,0,0,-0.0802,0.7202,0,0,0,
Team05_S1_iter14,S1,40.150,9.6940,0.0037,-0.2181,0.2530,-6.6616,0.0088,0,0.2930,0.8386,0.6748,0.4391,0.7946,0,0,0.9465,-0.3065,0,0,0,
Team05_S1_iter14,S1,40.160,9.6966,-0.0019,-0.1685,0.2636,4.4121,0.0037,0,0.4456,0.9433,0.9323,1.0000,0.6327,0,0,-0.0861,0.7261,0,0,0,
Team05_S1_iter14,S1,40.170,9.6992,-0.0029,-0.1148,0.2682,4.9339,-0.0019,0,0.5849,0.9764,0.9626,0.9463,0.4870,0,0,-0.1316,0.7716,0,0,0,
Team05_S1_iter14,S1,40.180,9.7018,-0.0029,-0.1042,0.2562,0.8733,-0.0029,0,0.6107,0.9974,0.9509,0.9514,0.4534,0,0,0.2389,0.4011,0,0,0,
Team05_S1_iter14,S1,40.190,9.7043,0.0010,-0.1134,0.2560,-0.0198,-0.0029,0,0.6182,0.9814,0.9966,0.9203,0.4760,0,0,0.3216,0.3184,0,0,0,
Team05_S1_iter14,S1,40.200,9.7069,-0.0031,-0.1473,0.2609,-3.3891,0.0010,0,0.5086,0.9414,0.9641,0.9796,0.5660,0,0,0.6315,0.0085,0,0,0,
Team05_S1_iter14,S1,40.210,9.7096,-0.0035,-0.1066,0.2681,3.6864,-0.0031,0,0.5971,0.9856,0.9583,0.9262,0.4495,0,0,-0.0110,0.6510,0,0,0,
Team05_S1_iter14,S1,40.220,9.7121,-0.0012,-0.1005,0.2561,0.3815,-0.0035,0,0.6341,1.0000,0.9727,0.9509,0.4361,0,0,0.2859,0.3541,0,0,0,
Team05_S1_iter14,S1,40.230,9.7147,0.0011,-0.1383,0.2563,-1.9714,-0.0012,0,0.5427,1.0000,0.9919,0.9643,0.5043,0,0,0.5041,0.1359,0,0,0,
Team05_S1_iter14,S1,40.240,9.7172,-0.0004,-0.1571,0.2519,-1.8734,0.0011,0,0.5331,0.9846,0.9447,0.9705,0.5963,0,0,0.5047,0.1353,0,0,0,
Team05_S1_iter14,S1,40.250,9.7197,-0.0018,-0.1476,0.2595,1.4448,-0.0004,0,0.5568,0.9752,0.9990,0.9443,0.5461,0,0,0.1955,0.4445,0,0,0,
Team05_S1_iter14,S1,40.260,9.7223,0.0120,-0.1380,0.2566,1.2271,-0.0018,0,0.6508,0.9923,1.0000,0.9550,0.4576,0,0,0.2072,0.4328,0,0,0,
Team05_S1_iter14,S1,40.270,9.7231,0.0131,-0.2364,0.0817,-9.5357,0.0120,0,0.2693,0.7345,0.4017,0.7202,0.8501,0,0,1.0000,-0.7887,1,0,0,
Team05_S1_iter14,S1,40.280,9.7255,0.0140,-0.2495,0.2544,-0.9605,0.0131,0,0.2465,0.7450,0.2438,0.7508,0.8827,0,0,0.4169,0.2231,0,0,0,
Team05_S1_iter14,S1,40.290,9.7280,0.0214,-0.2709,0.2564,-0.8781,0.0140,0,0.2347,0.6826,0.1524,0.8566,0.8776,0,0,0.4002,0.2398,0,0,0,
Team05_S1_iter14,S1,40.300,9.7304,0.0188,-0.3420,0.2431,-6.3749,0.0214,0,0.1196,0.5263,0.9769,0.9811,1.0000,0,0,0.9260,-0.2860,0,0,0,
Team05_S1_iter14,S1,40.310,9.7328,0.0238,-0.3174,0.2583,2.0891,0.0188,0,0.1477,0.5578,0.9640,0.9750,0.9551,0,0,0.1290,0.5110,0,0,0,
Team05_S1_iter14,S1,40.320,9.7352,0.0257,-0.3711,0.2522,-4.3014,0.0238,0,0.1322,0.4266,0.9296,0.9405,1.0000,0,0,0.7270,-0.0870,0,0,0,
Team05_S1_iter14,S1,40.330,9.7376,0.0289,-0.4110,0.2546,-1.7634,0.0257,0,0.0627,0.4028,0.9241,0.8842,0.0932,0,0,0.4887,0.1513,0,0,0,
Team05_S1_iter14,S1,40.340,9.7398,0.0220,-0.4366,0.2473,-2.8065,0.0289,0,0.0577,0.3257,0.8164,0.6697,0.4693,0,0,0.5958,0.0442,0,0,0,
Team05_S1_iter14,S1,40.350,9.7422,0.0146,-0.3715,0.2645,5.8409,0.0220,0,0.1340,0.4986,0.9342,0.9871,0.9987,0,0,-0.2212,0.8612,0,0,0,
Team05_S1_iter14,S1,40.360,9.7445,0.0173,-0.3061,0.2462,6.1009,0.0146,0,0.2470,0.6736,0.0185,0.8689,0.8884,0,0,-0.2587,0.8987,0,0,0,
Team05_S1_iter14,S1,40.370,9.7470,0.0198,-0.3354,0.2557,-2.3422,0.0173,0,0.1785,0.5924,1.0000,0.9582,0.9560,0,0,0.5401,0.0999,0,0,0,
Team05_S1_iter14,S1,40.380,9.7493,0.0208,-0.3538,0.2512,-2.1898,0.0198,0,0.1149,0.5156,0.9980,1.0000,0.9288,0,0,0.5344,0.1056,0,0,0,
Team05_S1_iter14,S1,40.390,9.7517,0.0178,-0.3782,0.2556,-0.9875,0.0208,0,0.1159,0.5354,0.9485,0.9796,0.9682,0,0,0.4144,0.2256,0,0,0,
Team05_S1_iter14,S1,40.400,9.7541,0.0172,-0.3521,0.2580,2.4962,0.0178,0,0.1444,0.5728,0.9765,0.9671,0.9407,0,0,0.0894,0.5506,0,0,0,
Team05_S1_iter14,S1,40.410,9.7565,0.0115,-0.3526,0.2564,0.4430,0.0172,0,0.1900,0.5898,0.9756,0.9955,0.9066,0,0,0.2822,0.3578,0,0,0,
Team05_S1_iter14,S1,40.420,9.7590,0.0092,-0.2997,0.2621,4.8390,0.0115,0,0.2790,0.7496,0.4358,0.6933,0.8237,0,0,-0.1282,0.7682,0,0,0,
Team05_S1_iter14,S1,40.430,9.7615,0.0125,-0.2892,0.2583,1.9478,0.0092,0,0.2865,0.8106,0.6210,0.4864,0.7691,0,0,0.1426,0.4974,0,0,0,
Team05_S1_iter14,S1,40.440,9.7639,0.0203,-0.3023,0.2530,-2.8289,0.0125,0,0.2693,0.7546,0.2711,0.7151,0.8447,0,0,0.5897,0.0503,0,0,0,
Team05_S1_iter14,S1,40.450,9.7663,0.0285,-0.3823,0.2565,-6.8351,0.0203,0,0.1053,0.5718,0.9708,1.0000,1.0000,0,0,0.9605,-0.3205,0,0,0,
Team05_S1_iter14,S1,40.460,9.7687,0.0309,-0.4439,0.2498,-7.1286,0.0285,0,0.0279,0.3095,0.7880,0.6629,0.3810,0,0,0.9920,-0.3520,1,0,0,
Team05_S1_iter14,S1,40.470,9.7709,0.0226,-0.4485,0.2511,-2.1584,0.0309,0,0.0358,0.2761,0.7510,0.4504,0.6732,0,0,0.5316,0.1084,0,0,0,
Team05_S1_iter14,S1,40.480,9.7732,0.0285,-0.3772,0.2568,7.0080,0.0226,0,0.1163,0.4517,0.9423,0.9516,0.9907,0,0,-0.3365,0.9765,0,0,0,
Team05_S1_iter14,S1,40.490,9.7755,0.0284,-0.4196,0.2452,-5.1224,0.0285,0,0.0329,0.3366,0.8125,0.7029,0.4096,0,0,0.8090,-0.1690,0,0,0,
Team05_S1_iter14,S1,40.500,9.7779,0.0282,-0.4395,0.2559,0.0475,0.0284,0,0.0204,0.3468,0.8852,0.6812,0.4138,0,0,0.3317,0.3083,0,0,0,
Team05_S1_iter14,S1,40.510,9.7802,0.0301,-0.4356,0.2560,-0.0452,0.0282,0,0.0463,0.3496,0.8849,0.7164,0.3607,0,0,0.3187,0.3213,0,0,0,
