t,e_line,u_L,u_R,v,omega
0.42,0.00711535677209285,0.52,0.52,0.48,0
0.43,0.00724653130187047,0.52,0.52,0.48,0
0.44,0.00737513117358174,0.52,0.52,0.48,0
0.45,0.00750111069630459,0.52,0.52,0.48,0
0.46,0.00762442511011448,0.52,0.52,0.48,0
0.47,0.00774503060198734,0.52,0.52,0.48,0
0.48,0.00786288432136619,0.52,0.52,0.48,0
0.49,0.00797794439538571,0.52,0.52,0.48,0
0.5,0.00809016994374947,0.52,0.52,0.48,0
0.51,0.00819952109325452,0.52,0.52,0.48,0
0.52,0.00830595899195813,0.52,0.52,0.48,0
0.53,0.00840944582298169,0.52,0.52,0.48,0
0.54,0.00850994481794692,0.52,0.52,0.48,0
0.55,0.00860742027003944,0.52,0.52,0.48,0
0.56,0.00870183754669526,0.52,0.52,0.48,0
0.57,0.00879316310190556,0.52,0.52,0.48,0
0.58,0.00888136448813544,0.52,0.52,0.48,0
0.59,0.00896641036785236,0.52,0.52,0.48,0
0.6,0.0090482705246602,0.52,0.52,0.48,0
0.61,0.00912691587403503,0.52,0.52,0.48,0
0.62,0.0092023184736587,0.52,0.52,0.48,0
0.63,0.00927445153334661,0.52,0.52,0.48,0
0.64,0.00934328942456612,0.52,0.52,0.48,0
0.65,0.00940880768954225,0.52,0.52,0.48,0
0.66,0.00947098304994744,0.52,0.52,0.48,0
0.67,0.00952979341517219,0.52,0.52,0.48,0
0.68,0.00958521789017376,0.52,0.52,0.48,0
0.69,0.0096372367829001,0.52,0.52,0.48,0
0.7,0.00968583161128631,0.52,0.52,0.48,0
0.71,0.00973098510982127,0.52,0.52,0.48,0
0.72,0.00977268123568194,0.52,0.52,0.48,0
0.73,0.00981090517443334,0.52,0.52,0.48,0
0.74,0.00984564334529205,0.52,0.52,0.48,0
0.75,0.00987688340595138,0.52,0.52,0.48,0
0.76,0.00990461425696651,0.52,0.52,0.48,0
0.77,0.00992882604569814,0.52,0.52,0.48,0
0.78,0.009949510169813,0.52,0.52,0.48,0
0.79,0.0099666592803403,0.52,0.52,0.48,0
0.8,0.00998026728428272,0.52,0.52,0.48,0
0.81,0.00999032934678125,0.52,0.52,0.48,0
0.82,0.009996841892833,0.52,0.52,0.48,0
0.83,0.00999980260856137,0.52,0.52,0.48,0
0.84,0.00999921044203816,0.52,0.52,0.48,0
0.85,0.00999506560365732,0.52,0.52,0.48,0
0.86,0.00998736956606018,0.52,0.52,0.48,0
0.87,0.00997612506361225,0.52,0.52,0.48,0
0.88,0.00996133609143172,0.52,0.52,0.48,0
0.89,0.00994300790396999,0.52,0.52,0.48,0
0.9,0.00992114701314478,0.52,0.52,0.48,0
0.91,0.00989576118602651,0.52,0.52,0.48,0
0.92,0.00986685944207868,0.52,0.52,0.48,0
0.93,0.0098344520499533,0.52,0.52,0.48,0
0.94,0.00979855052384247,0.52,0.52,0.48,0
0.95,0.00975916761938747,0.52,0.52,0.48,0
0.96,0.00971631732914674,0.52,0.52,0.48,0
0.97,0.00967001487762435,0.52,0.52,0.48,0
0.98,0.00962027671586086,0.52,0.52,0.48,0
0.99,0.0095671205155883,0.52,0.52,0.48,0
1,0.00951056516295154,0.52,0.52,0.48,0
1.01,0.00945063075179805,0.52,0.52,0.48,0
1.02,0.00938733857653874,0.52,0.52,0.48,0
1.03,0.00932071112458211,0.52,0.52,0.48,0
1.04,0.00925077206834458,0.52,0.52,0.48,0
1.05,0.00917754625683981,0.52,0.52,0.48,0
1.06,0.00910105970684996,0.52,0.52,0.48,0
1.07,0.00902133959368203,0.52,0.52,0.48,0
1.08,0.00893841424151264,0.52,0.52,0.48,0
1.09,0.00885231311332455,0.52,0.52,0.48,0
1.1,0.00876306680043864,0.52,0.52,0.48,0
1.11,0.0086707070116449,0.52,0.52,0.48,0
1.12,0.00857526656193652,0.52,0.52,0.48,0
1.13,0.00847677936085083,0.52,0.52,0.48,0
1.14,0.00837528040042142,0.52,0.52,0.48,0
1.15,0.00827080574274562,0.52,0.52,0.48,0
1.16,0.00816339250717184,0.52,0.52,0.48,0
1.17,0.00805307885711122,0.52,0.52,0.48,0
1.18,0.00793990398647836,0.52,0.52,0.48,0
1.19,0.00782390810576588,0.52,0.52,0.48,0
1.2,0.00770513242775789,0.52,0.52,0.48,0
1.21,0.00758361915288722,0.52,0.52,0.48,0
1.22,0.00745941145424182,0.52,0.52,0.48,0
1.23,0.0073325534622256,0.52,0.52,0.48,0
1.24,0.00720309024887907,0.52,0.52,0.48,0
1.25,0.00707106781186548,0.52,0.52,0.48,0
1.26,0.00693653305812805,0.52,0.52,0.48,0
1.27,0.00679953378722419,0.52,0.52,0.48,0
1.28,0.00666011867434252,0.52,0.52,0.48,0
1.29,0.00651833725300879,0.52,0.52,0.48,0
1.3,0.0063742398974869,0.52,0.52,0.48,0
1.31,0.00622787780488113,0.52,0.52,0.48,0
1.32,0.00607930297694605,0.52,0.52,0.48,0
1.33,0.00592856820161059,0.52,0.52,0.48,0
1.34,0.00577572703422268,0.52,0.52,0.48,0
1.35,0.00562083377852131,0.52,0.52,0.48,0
1.36,0.00546394346734269,0.52,0.52,0.48,0
1.37,0.00530511184306734,0.52,0.52,0.48,0
1.38,0.00514439533781506,0.52,0.52,0.48,0
1.39,0.00498185105339491,0.52,0.52,0.48,0
1.4,0.00481753674101715,0.52,0.52,0.48,0
1.41,0.00465151078077459,0.52,0.52,0.48,0
1.42,0.00448383216090032,0.52,0.52,0.48,0
1.43,0.00431456045680959,0.52,0.52,0.48,0
1.44,0.00414375580993284,0.52,0.52,0.48,0
1.45,0.00397147890634781,0.52,0.52,0.48,0
1.46,0.00379779095521801,0.52,0.52,0.48,0
1.47,0.00362275366704546,0.52,0.52,0.48,0
1.48,0.00344642923174517,0.52,0.52,0.48,0
1.49,0.00326888029654943,0.52,0.52,0.48,0
1.5,0.00309016994374948,0.52,0.52,0.48,0
1.51,0.00291036166828272,0.52,0.52,0.48,0
1.52,0.00272951935517325,0.52,0.52,0.48,0
1.53,0.00254770725683382,0.52,0.52,0.48,0
1.54,0.00236498997023725,0.52,0.52,0.48,0
1.55,0.00218143241396543,0.52,0.52,0.48,0
1.56,0.00199709980514407,0.52,0.52,0.48,0
1.57,0.00181205763627137,0.52,0.52,0.48,0
1.58,0.00162637165194884,0.52,0.52,0.48,0
1.59,0.00144010782552252,0.52,0.52,0.48,0
1.6,0.00125333233564304,0.52,0.52,0.48,0
1.61,0.0010661115427526,0.52,0.52,0.48,0
1.62,0.000878511965507431,0.52,0.52,0.48,0
1.63,0.000690600257144056,0.52,0.52,0.48,0
1.64,0.000502443181797697,0.52,0.52,0.48,0
1.65,0.000314107590781282,0.52,0.52,0.48,0
1.66,0.000125660398833524,0.52,0.52,0.48,0
1.67,-6.28314396555888e-05,0.52,0.52,0.48,0
1.68,-0.000251300954433371,0.52,0.52,0.48,0
1.69,-0.000439681183178647,0.52,0.52,0.48,0
1.7,-0.000627905195293133,0.52,0.52,0.48,0
1.71,-0.000815906115681572,0.52,0.52,0.48,0
1.72,-0.00100361714851215,0.52,0.52,0.48,0
1.73,-0.0011909716009487,0.52,0.52,0.48,0
1.74,-0.00137790290684638,0.52,0.52,0.48,0
1.75,-0.00156434465040231,0.52,0.52,0.48,0
1.76,-0.00175023058975276,0.52,0.52,0.48,0
1.77,-0.0019354946805086,0.52,0.52,0.48,0
1.78,-0.00212007109922055,0.52,0.52,0.48,0
1.79,-0.00230389426676591,0.52,0.52,0.48,0
1.8,-0.00248689887164855,0.52,0.52,0.48,0
1.81,-0.00266901989320376,0.52,0.52,0.48,0
1.82,-0.00285019262469976,0.52,0.52,0.48,0
1.83,-0.00303035269632774,0.52,0.52,0.48,0
1.84,-0.0032094360980721,0.52,0.52,0.48,0
1.85,-0.00338737920245291,0.52,0.52,0.48,0
1.86,-0.00356411878713251,0.52,0.52,0.48,0
1.87,-0.003739592057378,0.52,0.52,0.48,0
1.88,-0.00391373666837203,0.52,0.52,0.48,0
1.89,-0.00408649074736349,0.52,0.52,0.48,0
1.9,-0.00425779291565073,0.52,0.52,0.48,0
1.91,-0.00442758231038902,0.52,0.52,0.48,0
1.92,-0.00459579860621488,0.52,0.52,0.48,0
1.93,-0.00476238203667939,0.52,0.52,0.48,0
1.94,-0.00492727341548291,0.52,0.52,0.48,0
1.95,-0.00509041415750371,0.52,0.52,0.48,0
1.96,-0.00525174629961295,0.52,0.52,0.48,0
1.97,-0.00541121252126876,0.52,0.52,0.48,0
1.98,-0.00556875616488188,0.52,0.52,0.48,0
1.99,-0.00572432125594591,0.52,0.52,0.48,0
2,-0.00587785252292473,0.52,0.52,0.48,0
2.01,-0.00602929541689025,0.52,0.52,0.48,0
2.02,-0.00617859613090334,0.52,0.52,0.48,0
2.03,-0.00632570161913125,0.52,0.52,0.48,0
2.04,-0.00647055961569444,0.52,0.52,0.48,0
2.05,-0.00661311865323651,0.52,0.52,0.48,0
2.06,-0.00675332808121024,0.52,0.52,0.48,0
2.07,-0.00689113808387348,0.52,0.52,0.48,0
2.08,-0.00702649969798849,0.52,0.52,0.48,0
2.09,-0.00715936483021831,0.52,0.52,0.48,0
2.1,-0.00728968627421412,0.52,0.52,0.48,0
2.11,-0.00741741772738739,0.52,0.52,0.48,0
2.12,-0.00754251380736104,0.52,0.52,0.48,0
2.13,-0.0076649300680935,0.52,0.52,0.48,0
2.14,-0.00778462301567024,0.52,0.52,0.48,0
2.15,-0.0079015501237569,0.52,0.52,0.48,0
2.16,-0.00801566984870876,0.52,0.52,0.48,0
2.17,-0.00812694164433094,0.52,0.52,0.48,0
2.18,-0.00823532597628427,0.52,0.52,0.48,0
2.19,-0.00834078433613171,0.52,0.52,0.48,0
2.2,-0.00844327925502015,0.52,0.52,0.48,0
2.21,-0.00854277431699295,0.52,0.52,0.48,0
2.22,-0.00863923417192835,0.52,0.52,0.48,0
2.23,-0.0087326245480992,0.52,0.52,0.48,0
2.24,-0.00882291226434953,0.52,0.52,0.48,0
2.25,-0.00891006524188368,0.52,0.52,0.48,0
2.26,-0.00899405251566371,0.52,0.52,0.48,0
2.27,-0.00907484424541117,0.52,0.52,0.48,0
2.28,-0.00915241172620918,0.52,0.52,0.48,0
2.29,-0.00922672739870115,0.52,0.52,0.48,0
2.3,-0.00929776485888252,0.52,0.52,0.48,0
2.31,-0.00936549886748192,0.52,0.52,0.48,0
2.32,-0.00942990535892864,0.52,0.52,0.48,0
2.33,-0.00949096144990295,0.52,0.52,0.48,0
2.34,-0.00954864544746643,0.52,0.52,0.48,0
2.35,-0.00960293685676943,0.52,0.52,0.48,0
2.36,-0.00965381638833274,0.52,0.52,0.48,0
2.37,-0.00970126596490106,0.52,0.52,0.48,0
2.38,-0.00974526872786577,0.52,0.52,0.48,0
2.39,-0.00978580904325472,0.52,0.52,0.48,0
2.4,-0.00982287250728689,0.52,0.52,0.48,0
2.41,-0.00985644595148998,0.52,0.52,0.48,0
2.42,-0.00988651744737914,0.52,0.52,0.48,0
2.43,-0.00991307631069507,0.52,0.52,0.48,0
2.44,-0.00993611310520008,0.52,0.52,0.48,0
2.45,-0.0099556196460308,0.52,0.52,0.48,0
2.46,-0.00997158900260614,0.52,0.52,0.48,0
2.47,-0.00998401550108975,0.52,0.52,0.48,0
2.48,-0.00999289472640589,0.52,0.52,0.48,0
2.49,-0.00999822352380809,0.52,0.52,0.48,0
2.5,-0.01,0.52,0.52,0.48,0
2.51,-0.00999822352380809,0.52,0.52,0.48,0
2.52,-0.00999289472640589,0.52,0.52,0.48,0
2.53,-0.00998401550108975,0.52,0.52,0.48,0
2.54,-0.00997158900260614,0.52,0.52,0.48,0
2.55,-0.0099556196460308,0.52,0.52,0.48,0
2.56,-0.00993611310520008,0.52,0.52,0.48,0
2.57,-0.00991307631069507,0.52,0.52,0.48,0
2.58,-0.00988651744737914,0.52,0.52,0.48,0
2.59,-0.00985644595148998,0.52,0.52,0.48,0
2.6,-0.00982287250728689,0.52,0.52,0.48,0
2.61,-0.00978580904325472,0.52,0.52,0.48,0
2.62,-0.00974526872786577,0.52,0.52,0.48,0
2.63,-0.00970126596490106,0.52,0.52,0.48,0
2.64,-0.00965381638833274,0.52,0.52,0.48,0
2.65,-0.00960293685676943,0.52,0.52,0.48,0
2.66,-0.00954864544746643,0.52,0.52,0.48,0
2.67,-0.00949096144990295,0.52,0.52,0.48,0
2.68,-0.00942990535892864,0.52,0.52,0.48,0
2.69,-0.00936549886748192,0.52,0.52,0.48,0
2.7,-0.00929776485888251,0.52,0.52,0.48,0
2.71,-0.00922672739870115,0.52,0.52,0.48,0
2.72,-0.00915241172620918,0.52,0.52,0.48,0
2.73,-0.00907484424541117,0.52,0.52,0.48,0
2.74,-0.00899405251566371,0.52,0.52,0.48,0
2.75,-0.00891006524188368,0.52,0.52,0.48,0
2.76,-0.00882291226434953,0.52,0.52,0.48,0
2.77,-0.0087326245480992,0.52,0.52,0.48,0
2.78,-0.00863923417192835,0.52,0.52,0.48,0
2.79,-0.00854277431699295,0.52,0.52,0.48,0
2.8,-0.00844327925502015,0.52,0.52,0.48,0
2.81,-0.00834078433613171,0.52,0.52,0.48,0
2.82,-0.00823532597628428,0.52,0.52,0.48,0
2.83,-0.00812694164433094,0.52,0.52,0.48,0
2.84,-0.00801566984870877,0.52,0.52,0.48,0
2.85,-0.00790155012375691,0.52,0.52,0.48,0
2.86,-0.00778462301567024,0.52,0.52,0.48,0
2.87,-0.0076649300680935,0.52,0.52,0.48,0
2.88,-0.00754251380736104,0.52,0.52,0.48,0
2.89,-0.00741741772738739,0.52,0.52,0.48,0
2.9,-0.00728968627421412,0.52,0.52,0.48,0
2.91,-0.00715936483021831,0.52,0.52,0.48,0
2.92,-0.0070264996979885,0.52,0.52,0.48,0
2.93,-0.00689113808387349,0.52,0.52,0.48,0
2.94,-0.00675332808121025,0.52,0.52,0.48,0
2.95,-0.00661311865323652,0.52,0.52,0.48,0
2.96,-0.00647055961569444,0.52,0.52,0.48,0
2.97,-0.00632570161913125,0.52,0.52,0.48,0
2.98,-0.00617859613090335,0.52,0.52,0.48,0
2.99,-0.00602929541689025,0.52,0.52,0.48,0
3,-0.00587785252292473,0.52,0.52,0.48,0
3.01,-0.00572432125594591,0.52,0.52,0.48,0
3.02,-0.00556875616488188,0.52,0.52,0.48,0
3.03,-0.00541121252126876,0.52,0.52,0.48,0
3.04,-0.00525174629961296,0.52,0.52,0.48,0
3.05,-0.00509041415750371,0.52,0.52,0.48,0
3.06,-0.00492727341548292,0.52,0.52,0.48,0
3.07,-0.00476238203667939,0.52,0.52,0.48,0
3.08,-0.00459579860621488,0.52,0.52,0.48,0
3.09,-0.00442758231038902,0.52,0.52,0.48,0
3.1,-0.00425779291565073,0.52,0.52,0.48,0
3.11,-0.0040864907473635,0.52,0.52,0.48,0
3.12,-0.00391373666837202,0.52,0.52,0.48,0
3.13,-0.00373959205737801,0.52,0.52,0.48,0
3.14,-0.0035641187871325,0.52,0.52,0.48,0
3.15,-0.00338737920245291,0.52,0.52,0.48,0
3.16,-0.0032094360980721,0.52,0.52,0.48,0
3.17,-0.00303035269632775,0.52,0.52,0.48,0
3.18,-0.00285019262469976,0.52,0.52,0.48,0
3.19,-0.00266901989320376,0.52,0.52,0.48,0
3.2,-0.00248689887164854,0.52,0.52,0.48,0
3.21,-0.00230389426676591,0.52,0.52,0.48,0
3.22,-0.00212007109922055,0.52,0.52,0.48,0
3.23,-0.00193549468050861,0.52,0.52,0.48,0
3.24,-0.00175023058975276,0.52,0.52,0.48,0
3.25,-0.00156434465040231,0.52,0.52,0.48,0
3.26,-0.00137790290684638,0.52,0.52,0.48,0
3.27,-0.0011909716009487,0.52,0.52,0.48,0
3.28,-0.00100361714851215,0.52,0.52,0.48,0
3.29,-0.00081590611568158,0.52,0.52,0.48,0
3.3,-0.000627905195293133,0.52,0.52,0.48,0
3.31,-0.000439681183178651,0.52,0.52,0.48,0
3.32,-0.00025130095443337,0.52,0.52,0.48,0
3.33,-6.28314396555881e-05,0.52,0.52,0.48,0
3.34,0.000125660398833525,0.52,0.52,0.48,0
3.35,0.000314107590781279,0.52,0.52,0.48,0
3.36,0.000502443181797689,0.52,0.52,0.48,0
3.37,0.000690600257144057,0.52,0.52,0.48,0
3.38,0.000878511965507428,0.52,0.52,0.48,0
3.39,0.0010661115427526,0.52,0.52,0.48,0
3.4,0.00125333233564304,0.52,0.52,0.48,0
3.41,0.00144010782552252,0.52,0.52,0.48,0
3.42,0.00162637165194883,0.52,0.52,0.48,0
3.43,0.00181205763627137,0.52,0.52,0.48,0
3.44,0.00199709980514407,0.52,0.52,0.48,0
3.45,0.00218143241396543,0.52,0.52,0.48,0
3.46,0.00236498997023725,0.52,0.52,0.48,0
3.47,0.00254770725683382,0.52,0.52,0.48,0
3.48,0.00272951935517325,0.52,0.52,0.48,0
3.49,0.00291036166828272,0.52,0.52,0.48,0
3.5,0.00309016994374947,0.52,0.52,0.48,0
3.51,0.00326888029654943,0.52,0.52,0.48,0
3.52,0.00344642923174517,0.52,0.52,0.48,0
3.53,0.00362275366704545,0.52,0.52,0.48,0
3.54,0.00379779095521801,0.52,0.52,0.48,0
3.55,0.00397147890634781,0.52,0.52,0.48,0
3.56,0.00414375580993284,0.52,0.52,0.48,0
3.57,0.00431456045680959,0.52,0.52,0.48,0
3.58,0.00448383216090032,0.52,0.52,0.48,0
3.59,0.00465151078077458,0.52,0.52,0.48,0
3.6,0.00481753674101715,0.52,0.52,0.48,0
3.61,0.0049818510533949,0.52,0.52,0.48,0
3.62,0.00514439533781506,0.52,0.52,0.48,0
3.63,0.00530511184306734,0.52,0.52,0.48,0
3.64,0.00546394346734269,0.52,0.52,0.48,0
3.65,0.00562083377852131,0.52,0.52,0.48,0
3.66,0.00577572703422267,0.52,0.52,0.48,0
3.67,0.00592856820161059,0.52,0.52,0.48,0
3.68,0.00607930297694605,0.52,0.52,0.48,0
3.69,0.00622787780488112,0.52,0.52,0.48,0
3.7,0.0063742398974869,0.52,0.52,0.48,0
3.71,0.00651833725300879,0.52,0.52,0.48,0
3.72,0.00666011867434251,0.52,0.52,0.48,0
3.73,0.00679953378722419,0.52,0.52,0.48,0
3.74,0.00693653305812805,0.52,0.52,0.48,0
3.75,0.00707106781186547,0.52,0.52,0.48,0
3.76,0.00720309024887907,0.52,0.52,0.48,0
3.77,0.0073325534622256,0.52,0.52,0.48,0
3.78,0.00745941145424182,0.52,0.52,0.48,0
3.79,0.00758361915288722,0.52,0.52,0.48,0
3.8,0.00770513242775789,0.52,0.52,0.48,0
3.81,0.00782390810576588,0.52,0.52,0.48,0
3.82,0.00793990398647836,0.52,0.52,0.48,0
3.83,0.00805307885711122,0.52,0.52,0.48,0
3.84,0.00816339250717184,0.52,0.52,0.48,0
3.85,0.00827080574274562,0.52,0.52,0.48,0
3.86,0.00837528040042141,0.52,0.52,0.48,0
3.87,0.00847677936085083,0.52,0.52,0.48,0
3.88,0.00857526656193652,0.52,0.52,0.48,0
3.89,0.0086707070116449,0.52,0.52,0.48,0
3.9,0.00876306680043864,0.52,0.52,0.48,0
3.91,0.00885231311332455,0.52,0.52,0.48,0
3.92,0.00893841424151263,0.52,0.52,0.48,0
3.93,0.00902133959368203,0.52,0.52,0.48,0
3.94,0.00910105970684996,0.52,0.52,0.48,0
3.95,0.00917754625683981,0.52,0.52,0.48,0
3.96,0.00925077206834458,0.52,0.52,0.48,0
3.97,0.00932071112458211,0.52,0.52,0.48,0
3.98,0.00938733857653874,0.52,0.52,0.48,0
3.99,0.00945063075179805,0.52,0.52,0.48,0
4,0.00951056516295154,0.52,0.52,0.48,0
4.01,0.0095671205155883,0.52,0.52,0.48,0
4.02,0.00962027671586086,0.52,0.52,0.48,0
4.03,0.00967001487762435,0.52,0.52,0.48,0
4.04,0.00971631732914674,0.52,0.52,0.48,0
4.05,0.00975916761938747,0.52,0.52,0.48,0
4.06,0.00979855052384247,0.52,0.52,0.48,0
4.07,0.0098344520499533,0.52,0.52,0.48,0
4.08,0.00986685944207868,0.52,0.52,0.48,0
4.09,0.00989576118602651,0.52,0.52,0.48,0
4.1,0.00992114701314478,0.52,0.52,0.48,0
4.11,0.00994300790396999,0.52,0.52,0.48,0
4.12,0.00996133609143172,0.52,0.52,0.48,0
4.13,0.00997612506361225,0.52,0.52,0.48,0
4.14,0.00998736956606018,0.52,0.52,0.48,0
4.15,0.00999506560365732,0.52,0.52,0.48,0
4.16,0.00999921044203816,0.52,0.52,0.48,0
4.17,0.00999980260856137,0.52,0.52,0.48,0
4.18,0.009996841892833,0.52,0.52,0.48,0
4.19,0.00999032934678125,0.52,0.52,0.48,0
4.2,0.00998026728428272,0.52,0.52,0.48,0
4.21,0.0099666592803403,0.52,0.52,0.48,0
4.22,0.009949510169813,0.52,0.52,0.48,0
4.23,0.00992882604569814,0.52,0.52,0.48,0
4.24,0.00990461425696651,0.52,0.52,0.48,0
4.25,0.00987688340595138,0.52,0.52,0.48,0
4.26,0.00984564334529205,0.52,0.52,0.48,0
4.27,0.00981090517443334,0.52,0.52,0.48,0
4.28,0.00977268123568193,0.52,0.52,0.48,0
4.29,0.00973098510982127,0.52,0.52,0.48,0
4.3,0.00968583161128631,0.52,0.52,0.48,0
4.31,0.0096372367829001,0.52,0.52,0.48,0
4.32,0.00958521789017376,0.52,0.52,0.48,0
4.33,0.00952979341517219,0.52,0.52,0.48,0
4.34,0.00947098304994745,0.52,0.52,0.48,0
4.35,0.00940880768954225,0.52,0.52,0.48,0
4.36,0.00934328942456612,0.52,0.52,0.48,0
4.37,0.00927445153334661,0.52,0.52,0.48,0
4.38,0.00920231847365871,0.52,0.52,0.48,0
4.39,0.00912691587403504,0.52,0.52,0.48,0
4.4,0.00904827052466019,0.52,0.52,0.48,0
4.41,0.00896641036785236,0.52,0.52,0.48,0
4.42,0.00888136448813544,0.52,0.52,0.48,0
4.43,0.00879316310190557,0.52,0.52,0.48,0
4.44,0.00870183754669526,0.52,0.52,0.48,0
4.45,0.00860742027003944,0.52,0.52,0.48,0
4.46,0.00850994481794692,0.52,0.52,0.48,0
4.47,0.00840944582298169,0.52,0.52,0.48,0
4.48,0.00830595899195813,0.52,0.52,0.48,0
4.49,0.00819952109325452,0.52,0.52,0.48,0
4.5,0.00809016994374948,0.52,0.52,0.48,0
4.51,0.00797794439538572,0.52,0.52,0.48,0
4.52,0.00786288432136618,0.52,0.52,0.48,0
4.53,0.00774503060198734,0.52,0.52,0.48,0
4.54,0.00762442511011448,0.52,0.52,0.48,0
4.55,0.0075011106963046,0.52,0.52,0.48,0
4.56,0.00737513117358174,0.52,0.52,0.48,0
4.57,0.00724653130187046,0.52,0.52,0.48,0
4.58,0.00711535677209286,0.52,0.52,0.48,0
4.59,0.00698165418993473,0.52,0.52,0.48,0
4.6,0.00684547105928688,0.52,0.52,0.48,0
4.61,0.00670685576536719,0.52,0.52,0.48,0
4.62,0.00656585755752957,0.52,0.52,0.48,0
4.63,0.00642252653176585,0.52,0.52,0.48,0
4.64,0.00627691361290701,0.52,0.52,0.48,0
4.65,0.00612907053652977,0.52,0.52,0.48,0
4.66,0.00597904983057519,0.52,0.52,0.48,0
4.67,0.00582690479668577,0.52,0.52,0.48,0
4.68,0.00567268949126757,0.52,0.52,0.48,0
4.69,0.0055164587062843,0.52,0.52,0.48,0
4.7,0.00535826794978997,0.52,0.52,0.48,0
4.71,0.0051981734262071,0.52,0.52,0.48,0
4.72,0.00503623201635762,0.52,0.52,0.48,0
4.73,0.00487250125725331,0.52,0.52,0.48,0
4.74,0.00470703932165333,0.52,0.52,0.48,0
4.75,0.00453990499739546,0.52,0.52,0.48,0
4.76,0.00437115766650934,0.52,0.52,0.48,0
4.77,0.00420085728411806,0.52,0.52,0.48,0
4.78,0.00402906435713662,0.52,0.52,0.48,0
4.79,0.00385583992277397,0.52,0.52,0.48,0
4.8,0.00368124552684678,0.52,0.52,0.48,0
4.81,0.00350534320191258,0.52,0.52,0.48,0
4.82,0.00332819544522987,0.52,0.52,0.48,0
4.83,0.00314986519655305,0.52,0.52,0.48,0
4.84,0.00297041581577036,0.52,0.52,0.48,0
4.85,0.00278991106039228,0.52,0.52,0.48,0
4.86,0.00260841506289897,0.52,0.52,0.48,0
4.87,0.00242599230795407,0.52,0.52,0.48,0
4.88,0.00224270760949382,0.52,0.52,0.48,0
4.89,0.00205862608769883,0.52,0.52,0.48,0
4.9,0.00187381314585724,0.52,0.52,0.48,0
4.91,0.00168833444712734,0.52,0.52,0.48,0
4.92,0.00150225589120757,0.52,0.52,0.48,0
4.93,0.00131564359092284,0.52,0.52,0.48,0
4.94,0.00112856384873482,0.52,0.52,0.48,0
4.95,0.000941083133185142,0.52,0.52,0.48,0
4.96,0.000753268055279337,0.52,0.52,0.48,0
4.97,0.000565185344820249,0.52,0.52,0.48,0
4.98,0.000376901826699343,0.52,0.52,0.48,0
4.99,0.000188484397154074,0.52,0.52,0.48,0
5,3.67394039744206e-18,0.52,0.52,0.48,0
5.01,-0.000188484397154066,0.52,0.52,0.48,0
5.02,-0.000376901826699354,0.52,0.52,0.48,0
5.03,-0.000565185344820242,0.52,0.52,0.48,0
5.04,-0.00075326805527933,0.52,0.52,0.48,0
5.05,-0.000941083133185134,0.52,0.52,0.48,0
5.06,-0.00112856384873481,0.52,0.52,0.48,0
5.07,-0.00131564359092283,0.52,0.52,0.48,0
5.08,-0.00150225589120756,0.52,0.52,0.48,0
5.09,-0.00168833444712734,0.52,0.52,0.48,0
5.1,-0.00187381314585725,0.52,0.52,0.48,0
