t,e_line,u_L,u_R,v,omega
0.6200,0.358706,-0.211130,1.000000,0.256383,6.055650
0.6300,0.368346,-0.230839,1.000000,0.249977,6.154195
0.6400,0.377807,-0.249863,1.000000,0.243794,6.249317
0.6500,0.387051,-0.268116,1.000000,0.237862,6.340578
0.6600,0.396039,-0.285509,1.000000,0.232210,6.427543
0.6700,0.404730,-0.301957,1.000000,0.226864,6.509786
0.6800,0.413087,-0.317379,1.000000,0.221852,6.586897
0.6900,0.421068,-0.331697,1.000000,0.217198,6.658485
0.7000,0.428635,-0.344836,1.000000,0.212928,6.724180
0.7100,0.435751,-0.356729,1.000000,0.209063,6.783644
0.7200,0.442378,-0.367314,1.000000,0.205623,6.836568
0.7300,0.448483,-0.376537,1.000000,0.202626,6.882684
0.7400,0.454032,-0.384352,1.000000,0.200086,6.921761
0.7500,0.458996,-0.390723,1.000000,0.198015,6.953613
0.7600,0.463348,-0.395620,1.000000,0.196423,6.978100
0.7700,0.467063,-0.399026,1.000000,0.195317,6.995129
0.7800,0.470123,-0.400931,1.000000,0.194697,7.004656
0.7900,0.472509,-0.401337,1.000000,0.194565,7.006687
0.8000,0.474210,-0.400255,1.000000,0.194917,7.001274
0.8100,0.475217,-0.397704,1.000000,0.195746,6.988519
0.8200,0.475525,-0.393713,1.000000,0.197043,6.968567
0.8300,0.475135,-0.388321,1.000000,0.198796,6.941606
0.8400,0.474049,-0.381573,1.000000,0.200989,6.907864
0.8500,0.472277,-0.373521,1.000000,0.203606,6.867605
0.8600,0.469830,-0.364225,1.000000,0.206627,6.821125
0.8700,0.466723,-0.353749,1.000000,0.210032,6.768746
0.8800,0.462976,-0.342163,1.000000,0.213797,6.710815
0.8900,0.458610,-0.329539,1.000000,0.217900,6.647696
0.9000,0.453651,-0.315954,1.000000,0.222315,6.579771
0.9100,0.448125,-0.301485,1.000000,0.227017,6.507427
0.9200,0.442064,-0.286212,1.000000,0.231981,6.431062
0.9300,0.435498,-0.270215,1.000000,0.237180,6.351073
0.9400,0.428461,-0.253572,1.000000,0.242589,6.267858
0.9500,0.420988,-0.236362,1.000000,0.248182,6.181808
0.9600,0.413113,-0.218662,1.000000,0.253935,6.093310
0.9700,0.404872,-0.200548,1.000000,0.259822,6.002739
0.9800,0.396301,-0.182092,1.000000,0.265820,5.910458
0.9900,0.387437,-0.163364,1.000000,0.271907,5.816820
1.0000,0.378315,-0.144432,1.000000,0.278060,5.722159
1.0100,0.368970,-0.125359,1.000000,0.284258,5.626796
1.0200,0.359437,-0.106207,1.000000,0.290483,5.531035
1.0300,0.349749,-0.087033,1.000000,0.296714,5.435163
1.0400,0.339939,-0.067890,1.000000,0.302936,5.339450
1.0500,0.330038,-0.048829,1.000000,0.309130,5.244147
1.0600,0.320076,-0.029898,1.000000,0.315283,5.149491
1.0700,0.310082,-0.011140,1.000000,0.321379,5.055700
1.0800,0.300084,0.007404,1.000000,0.327406,4.962978
1.0900,0.290106,0.025698,1.000000,0.333352,4.871511
1.1000,0.280174,0.043706,1.000000,0.339204,4.781471
1.1100,0.270311,0.061396,1.000000,0.344954,4.693018
1.1200,0.260537,0.078741,1.000000,0.350591,4.606294
1.1300,0.250874,0.095714,1.000000,0.356107,4.521432
1.1400,0.241339,0.112290,1.000000,0.361494,4.438552
1.1500,0.231950,0.128448,1.000000,0.366745,4.357762
1.1600,0.222723,0.144168,1.000000,0.371855,4.279161
1.1700,0.213673,0.159432,1.000000,0.376816,4.202838
1.1800,0.204813,0.174226,1.000000,0.381623,4.128872
1.1900,0.196156,0.188533,1.000000,0.386273,4.057337
1.2000,0.187713,0.202341,1.000000,0.390761,3.988297
1.2100,0.179494,0.215638,1.000000,0.395082,3.921809
1.2200,0.171508,0.228414,1.000000,0.399235,3.857928
1.2300,0.163765,0.240660,1.000000,0.403215,3.796698
1.2400,0.156272,0.252367,1.000000,0.407019,3.738164
1.2500,0.149036,0.263527,1.000000,0.410646,3.682363
1.2600,0.142062,0.274134,1.000000,0.414094,3.629328
1.2700,0.135357,0.284182,1.000000,0.417359,3.579092
1.2800,0.128926,0.293663,1.000000,0.420441,3.531684
1.2900,0.122773,0.302574,0.997426,0.422500,3.474255
1.3000,0.116902,0.310910,0.989090,0.422500,3.390897
1.3100,0.111315,0.318679,0.981321,0.422500,3.313211
1.3200,0.106013,0.325909,0.974091,0.422500,3.240914
1.3300,0.100995,0.332602,0.967398,0.422500,3.173980
1.3400,0.096260,0.338762,0.961238,0.422500,3.112381
1.3500,0.091807,0.344390,0.955610,0.422500,3.056095
1.3600,0.087634,0.349489,0.950511,0.422500,3.005106
1.3700,0.083741,0.354060,0.945940,0.422500,2.959400
1.3800,0.080127,0.358103,0.941897,0.422500,2.918971
1.3900,0.076790,0.361618,0.938382,0.422500,2.883821
1.4000,0.073730,0.364604,0.935396,0.422500,2.853956
1.4100,0.070945,0.367061,0.932939,0.422500,2.829391
1.4200,0.068436,0.368985,0.931015,0.422500,2.810147
1.4300,0.066202,0.370375,0.929625,0.422500,2.796253
1.4400,0.064242,0.371225,0.928775,0.422500,2.787746
1.4500,0.062557,0.371533,0.928467,0.422500,2.784672
1.4600,0.061148,0.371292,0.928708,0.422500,2.787082
1.4700,0.060015,0.370496,0.929504,0.422500,2.795040
1.4800,0.059159,0.369139,0.930861,0.422500,2.808612
1.4900,0.058582,0.367212,0.932788,0.422500,2.827877
1.5000,0.058285,0.364708,0.935292,0.422500,2.852920
1.5100,0.058271,0.361617,0.938383,0.422500,2.883833
1.5200,0.058543,0.357928,0.942072,0.422500,2.920716
1.5300,0.059102,0.353632,0.946368,0.422500,2.963676
1.5400,0.059953,0.348717,0.951283,0.422500,3.012826
1.5500,0.061099,0.343171,0.956829,0.422500,3.068285
1.5600,0.062544,0.336982,0.963018,0.422500,3.130177
1.5700,0.064291,0.330137,0.969863,0.422500,3.198629
1.5800,0.066346,0.322623,0.977377,0.422500,3.273771
1.5900,0.068713,0.314427,0.985573,0.422500,3.355734
1.6000,0.071396,0.305535,0.994465,0.422500,3.444647
1.6100,0.074401,0.295936,1.000000,0.421179,3.520320
1.6200,0.077733,0.285617,1.000000,0.417825,3.571916
1.6300,0.081395,0.274589,1.000000,0.414241,3.627056
1.6400,0.085386,0.262879,1.000000,0.410436,3.685606
1.6500,0.089708,0.250489,1.000000,0.406409,3.747556
1.6600,0.094359,0.237422,1.000000,0.402162,3.812891
1.6700,0.099338,0.223683,1.000000,0.397697,3.881587
1.6800,0.104644,0.209277,1.000000,0.393015,3.953613
1.6900,0.110275,0.194214,1.000000,0.388120,4.028928
1.7000,0.116228,0.178504,1.000000,0.383014,4.107479
1.7100,0.122501,0.162160,1.000000,0.377702,4.189202
1.7200,0.129087,0.145195,1.000000,0.372189,4.274023
1.7300,0.135983,0.127630,1.000000,0.366480,4.361850
1.7400,0.143182,0.109485,1.000000,0.360583,4.452577
1.7500,0.150677,0.090783,1.000000,0.354505,4.546083
1.7600,0.158460,0.071554,1.000000,0.348255,4.642228
1.7700,0.166519,0.051829,1.000000,0.341844,4.740854
1.7800,0.174845,0.031644,1.000000,0.335284,4.841782
1.7900,0.183423,0.011037,1.000000,0.328587,4.944813
1.8000,0.192241,-0.009945,1.000000,0.321768,5.049726
1.8100,0.201280,-0.031255,1.000000,0.314842,5.156275
1.8200,0.210525,-0.052839,1.000000,0.307827,5.264194
1.8300,0.219953,-0.074638,1.000000,0.300743,5.373191
1.8400,0.229544,-0.096590,1.000000,0.293608,5.482951
1.8500,0.239272,-0.118627,1.000000,0.286446,5.593134
1.8600,0.249113,-0.140676,1.000000,0.279280,5.703378
1.8700,0.259038,-0.162660,1.000000,0.272136,5.813298
1.8800,0.269017,-0.184497,1.000000,0.265038,5.922487
1.8900,0.279017,-0.206104,1.000000,0.258016,6.030521
1.9000,0.289003,-0.227391,1.000000,0.251098,6.136956
1.9100,0.298940,-0.248267,1.000000,0.244313,6.241335
1.9200,0.308790,-0.268638,1.000000,0.237693,6.343190
1.9300,0.318514,-0.288409,1.000000,0.231267,6.442043
1.9400,0.328069,-0.307483,1.000000,0.225068,6.537415
1.9500,0.337415,-0.325765,1.000000,0.219126,6.628827
1.9600,0.346508,-0.343161,1.000000,0.213473,6.715807
1.9700,0.355306,-0.359578,1.000000,0.208137,6.797891
1.9800,0.363765,-0.374927,1.000000,0.203149,6.874634
1.9900,0.371843,-0.389122,1.000000,0.198535,6.945612
2.0000,0.379496,-0.402086,1.000000,0.194322,7.010429
2.0100,0.386684,-0.413744,1.000000,0.190533,7.068719
2.0200,0.393367,-0.424031,1.000000,0.187190,7.120156
2.0300,0.399509,-0.432891,1.000000,0.184310,7.164454
2.0400,0.405073,-0.440275,1.000000,0.181911,7.201374
2.0500,0.410028,-0.446145,1.000000,0.180003,7.230726
2.0600,0.414346,-0.450474,1.000000,0.178596,7.252369
2.0700,0.418000,-0.453244,1.000000,0.177696,7.266219
2.0800,0.420971,-0.454449,1.000000,0.177304,7.272244
2.0900,0.423240,-0.454093,1.000000,0.177420,7.270467
2.1000,0.424796,-0.452193,1.000000,0.178037,7.260963
2.1100,0.425630,-0.448772,1.000000,0.179149,7.243862
2.1200,0.425739,-0.443868,1.000000,0.180743,7.219339
2.1300,0.425124,-0.437524,1.000000,0.182805,7.187618
2.1400,0.423791,-0.429793,1.000000,0.185317,7.148963
2.1500,0.421749,-0.420735,1.000000,0.188261,7.103676
2.1600,0.419014,-0.410419,1.000000,0.191614,7.052094
2.1700,0.415602,-0.397091,1.000000,0.195946,6.985453
2.1800,0.411537,-0.382421,1.000000,0.200713,6.912106
2.1900,0.406844,-0.366757,1.000000,0.205804,6.833786
2.2000,0.401552,-0.350187,1.000000,0.211189,6.750935
2.2100,0.395693,-0.332799,1.000000,0.216840,6.663994
2.2200,0.389301,-0.314681,1.000000,0.222729,6.573406
2.2300,0.382411,-0.295922,1.000000,0.228825,6.479610
2.2400,0.375060,-0.276608,1.000000,0.235103,6.383038
2.2500,0.367285,-0.256823,1.000000,0.241533,6.284113
2.2600,0.359125,-0.236649,1.000000,0.248089,6.183246
2.2700,0.350618,-0.216166,1.000000,0.254746,6.080831
2.2800,0.341803,-0.195449,1.000000,0.261479,5.977247
2.2900,0.332716,-0.174571,1.000000,0.268264,5.872856
2.3000,0.323397,-0.153600,1.000000,0.275080,5.767999
2.3100,0.313881,-0.132600,1.000000,0.281905,5.662999
2.3200,0.304203,-0.111632,1.000000,0.288720,5.558158
2.3300,0.294399,-0.090752,1.000000,0.295506,5.453759
2.3400,0.284500,-0.070013,1.000000,0.302246,5.350064
2.3500,0.274539,-0.049463,1.000000,0.308924,5.247317
2.3600,0.264545,-0.029148,1.000000,0.315527,5.145742
2.3700,0.254546,-0.009109,1.000000,0.322040,5.045544
2.3800,0.244570,0.010618,1.000000,0.328451,4.946911
2.3900,0.234642,0.029997,1.000000,0.334749,4.850017
2.4000,0.224785,0.048997,1.000000,0.340924,4.755016
2.4100,0.215022,0.067590,1.000000,0.346967,4.662049
2.4200,0.205372,0.085751,1.000000,0.352869,4.571243
2.4300,0.195856,0.103457,1.000000,0.358624,4.482713
2.4400,0.186489,0.120688,1.000000,0.364224,4.396560
2.4500,0.177289,0.137425,1.000000,0.369663,4.312876
2.4600,0.168270,0.153652,1.000000,0.374937,4.231741
2.4700,0.159445,0.169355,1.000000,0.380040,4.153227
2.4800,0.150828,0.184521,1.000000,0.384969,4.077396
2.4900,0.142428,0.199139,1.000000,0.389720,4.004305
2.5000,0.134257,0.213200,1.000000,0.394290,3.934001
2.5100,0.126323,0.226695,1.000000,0.398676,3.866526
2.5200,0.118634,0.239616,1.000000,0.402875,3.801918
2.5300,0.111199,0.251958,1.000000,0.406886,3.740209
2.5400,0.104023,0.263715,1.000000,0.410707,3.681426
2.5500,0.097112,0.274882,1.000000,0.414337,3.625592
2.5600,0.090472,0.285454,1.000000,0.417773,3.572729
2.5700,0.084108,0.295429,1.000000,0.421014,3.522855
2.5800,0.078023,0.304803,0.995197,0.422500,3.451971
2.5900,0.072221,0.313573,0.986427,0.422500,3.364267
2.6000,0.066704,0.321762,0.978238,0.422500,3.282383
2.6100,0.061471,0.329392,0.970608,0.422500,3.206081
2.6200,0.056520,0.336469,0.963531,0.422500,3.135310
2.6300,0.051850,0.342998,0.957002,0.422500,3.070019
2.6400,0.047460,0.348984,0.951016,0.422500,3.010161
2.6500,0.043347,0.354430,0.945570,0.422500,2.955697
2.6600,0.039511,0.359341,0.940659,0.422500,2.906592
2.6700,0.035949,0.363718,0.936282,0.422500,2.862817
2.6800,0.032661,0.367565,0.932435,0.422500,2.824351
2.6900,0.029644,0.370882,0.929118,0.422500,2.791178
2.7000,0.026897,0.373671,0.926329,0.422500,2.763292
2.7100,0.024420,0.375931,0.924069,0.422500,2.740692
2.7200,0.022212,0.377661,0.922339,0.422500,2.723385
2.7300,0.020271,0.378861,0.921139,0.422500,2.711388
2.7400,0.018599,0.379528,0.920472,0.422500,2.704722
2.7500,0.017194,0.379658,0.920342,0.422500,2.703420
2.7600,0.016058,0.379248,0.920752,0.422500,2.707520
2.7700,0.015190,0.378293,0.921707,0.422500,2.717070
2.7800,0.014593,0.376788,0.923212,0.422500,2.732124
2.7900,0.014267,0.374725,0.925275,0.422500,2.752746
2.8000,0.014214,0.372099,0.927901,0.422500,2.779005
2.8100,0.014437,0.368902,0.931098,0.422500,2.810980
2.8200,0.014937,0.365125,0.934875,0.422500,2.848754
2.8300,0.015718,0.360758,0.939242,0.422500,2.892419
2.8400,0.016782,0.355793,0.944207,0.422500,2.942071
2.8500,0.018133,0.350219,0.949781,0.422500,2.997811
2.8600,0.019776,0.344025,0.955975,0.422500,3.059745
2.8700,0.021713,0.337202,0.962798,0.422500,3.127983
2.8800,0.023949,0.329736,0.970264,0.422500,3.202635
2.8900,0.026490,0.321619,0.978381,0.422500,3.283812
2.9000,0.029338,0.312838,0.987162,0.422500,3.371625
2.9100,0.032500,0.303382,0.996618,0.422500,3.466179
2.9200,0.035980,0.293242,1.000000,0.420304,3.533788
2.9300,0.039782,0.282409,1.000000,0.416783,3.587954
2.9400,0.043909,0.270911,1.000000,0.413046,3.645443
2.9500,0.048360,0.258768,1.000000,0.409100,3.706159
2.9600,0.053135,0.245985,1.000000,0.404945,3.770074
2.9700,0.058232,0.232569,1.000000,0.400585,3.837157
2.9800,0.063649,0.218527,1.000000,0.396021,3.907364
2.9900,0.069385,0.203871,1.000000,0.391258,3.980647
3.0000,0.075437,0.188612,1.000000,0.386299,4.056942
3.0100,0.081800,0.172764,1.000000,0.381148,4.136179
3.0200,0.088471,0.156346,1.000000,0.375812,4.218272
3.0300,0.095445,0.139375,1.000000,0.370297,4.303124
3.0400,0.102714,0.121876,1.000000,0.364610,4.390622
3.0500,0.110273,0.103873,1.000000,0.358759,4.480637
3.0600,0.118111,0.085395,1.000000,0.352753,4.573026
3.0700,0.126220,0.066475,1.000000,0.346604,4.667626
3.0800,0.134587,0.047149,1.000000,0.340323,4.764256
3.0900,0.143201,0.027457,1.000000,0.333924,4.862715
3.1000,0.152047,0.007443,1.000000,0.327419,4.962783
3.1100,0.161110,-0.012843,1.000000,0.320826,5.064217
3.1200,0.170371,-0.033351,1.000000,0.314161,5.166755
3.1300,0.179811,-0.054022,1.000000,0.307443,5.270111
3.1400,0.189409,-0.074796,1.000000,0.300691,5.373979
3.1500,0.199141,-0.095606,1.000000,0.293928,5.478031
3.1600,0.208983,-0.116384,1.000000,0.287175,5.581918
3.1700,0.218907,-0.137054,1.000000,0.280457,5.685270
3.1800,0.228884,-0.157540,1.000000,0.273799,5.787702
3.1900,0.238884,-0.177761,1.000000,0.267228,5.888807
3.2000,0.248872,-0.197633,1.000000,0.260769,5.988167
3.2100,0.258816,-0.217070,1.000000,0.254452,6.085350
3.2200,0.268679,-0.235983,1.000000,0.248305,6.179916
3.2300,0.278423,-0.254284,1.000000,0.242358,6.271418
3.2400,0.288009,-0.271881,1.000000,0.236639,6.359406
3.2500,0.297398,-0.288687,1.000000,0.231177,6.443435
3.2600,0.306549,-0.304613,1.000000,0.226001,6.523065
3.2700,0.315422,-0.319573,1.000000,0.221139,6.597865
3.2800,0.323976,-0.333484,1.000000,0.216618,6.667422
3.2900,0.332169,-0.346269,1.000000,0.212463,6.731344
3.3000,0.339962,-0.357853,1.000000,0.208698,6.789264
3.3100,0.347315,-0.368169,1.000000,0.205345,6.840844
3.3200,0.354193,-0.377156,1.000000,0.202424,6.885782
3.3300,0.360557,-0.384763,1.000000,0.199952,6.923813
3.3400,0.366376,-0.390943,1.000000,0.197943,6.954715
3.3500,0.371619,-0.395662,1.000000,0.196410,6.978311
3.3600,0.376257,-0.398894,1.000000,0.195359,6.994469
3.3700,0.380266,-0.400622,1.000000,0.194798,7.003108
3.3800,0.383625,-0.400839,1.000000,0.194727,7.004195
3.3900,0.386316,-0.399549,1.000000,0.195147,6.997745
3.4000,0.388327,-0.396765,1.000000,0.196051,6.983824
3.4100,0.389649,-0.392509,1.000000,0.197435,6.962544
3.4200,0.390275,-0.386812,1.000000,0.199286,6.934060
3.4300,0.390205,-0.379714,1.000000,0.201593,6.898572
3.4400,0.389443,-0.371263,1.000000,0.204339,6.856316
3.4500,0.387995,-0.361513,1.000000,0.207508,6.807564
3.4600,0.385873,-0.350523,1.000000,0.211080,6.752617
3.4700,0.383091,-0.338361,1.000000,0.215033,6.691806
3.4800,0.379667,-0.325096,1.000000,0.219344,6.625479
3.4900,0.375623,-0.310801,1.000000,0.223990,6.554005
3.5000,0.370982,-0.295553,1.000000,0.228945,6.477763
3.5100,0.365770,-0.279429,1.000000,0.234186,6.397143
3.5200,0.360018,-0.262507,1.000000,0.239685,6.312537
3.5300,0.353754,-0.244868,1.000000,0.245418,6.224342
3.5400,0.347011,-0.226589,1.000000,0.251358,6.132947
3.5500,0.339821,-0.207748,1.000000,0.257482,6.038738
3.5600,0.332219,-0.188419,1.000000,0.263764,5.942094
3.5700,0.324239,-0.168676,1.000000,0.270180,5.843380
3.5800,0.315915,-0.148590,1.000000,0.276708,5.742951
3.5900,0.307282,-0.128229,1.000000,0.283326,5.641145
3.6000,0.298373,-0.107657,1.000000,0.290011,5.538286
3.6100,0.289222,-0.086936,1.000000,0.296746,5.434682
3.6200,0.279862,-0.066124,1.000000,0.303510,5.330622
3.6300,0.270325,-0.045276,1.000000,0.310285,5.226379
3.6400,0.260641,-0.024441,1.000000,0.317057,5.122207
3.6500,0.250840,-0.003669,1.000000,0.323808,5.018343
3.6600,0.240950,0.016999,1.000000,0.330525,4.915007
3.6700,0.230998,0.037520,1.000000,0.337194,4.812400
3.6800,0.221010,0.057858,1.000000,0.343804,4.710709
3.6900,0.211010,0.077979,1.000000,0.350343,4.610103
3.7000,0.201021,0.097853,1.000000,0.356802,4.510737
3.7100,0.191063,0.117450,1.000000,0.363171,4.412751
3.7200,0.181157,0.136746,1.000000,0.369442,4.316270
3.7300,0.171321,0.155718,1.000000,0.375608,4.221408
3.7400,0.161572,0.174347,1.000000,0.381663,4.128266
3.7500,0.151926,0.192614,1.000000,0.387599,4.036932
3.7600,0.142396,0.210503,1.000000,0.393413,3.947487
3.7700,0.132997,0.228000,1.000000,0.399100,3.859998
3.7800,0.123739,0.245095,1.000000,0.404656,3.774527
3.7900,0.114635,0.261775,1.000000,0.410077,3.691123
3.8000,0.105693,0.278033,1.000000,0.415361,3.609833
3.8100,0.096922,0.293862,1.000000,0.420505,3.530691
3.8200,0.088331,0.309254,0.990746,0.422500,3.407459
3.8300,0.079925,0.324205,0.975795,0.422500,3.257947
3.8400,0.071709,0.338743,0.961257,0.422500,3.112568
3.8500,0.063683,0.352895,0.947105,0.422500,2.971050
3.8600,0.055846,0.366673,0.933327,0.422500,2.833271
3.8700,0.048198,0.380090,0.919910,0.422500,2.699099
3.8800,0.040735,0.393160,0.906840,0.422500,2.568395
3.8900,0.033454,0.405898,0.894102,0.422500,2.441017
3.9000,0.026352,0.418318,0.881682,0.422500,2.316818
3.9100,0.019424,0.430435,0.869565,0.422500,2.195647
3.9200,0.012664,0.442265,0.857735,0.422500,2.077351
3.9300,0.006068,0.453823,0.846177,0.422500,1.961775
3.9400,-0.000370,0.465126,0.834874,0.422500,1.848744
3.9500,-0.006657,0.476220,0.823780,0.422500,1.737803
3.9600,-0.012799,0.487120,0.812880,0.422500,1.628803
3.9700,-0.018803,0.497842,0.802158,0.422500,1.521585
3.9800,-0.024677,0.508401,0.791599,0.422500,1.415993
3.9900,-0.030426,0.518813,0.781187,0.422500,1.311869
4.0000,-0.036059,0.529095,0.770905,0.422500,1.209052
4.0100,-0.041583,0.539262,0.760738,0.422500,1.107381
4.0200,-0.047005,0.549331,0.750669,0.422500,1.006693
4.0300,-0.052335,0.559317,0.740683,0.422500,0.906825
4.0400,-0.057579,0.569239,0.730761,0.422500,0.807612
4.0500,-0.062745,0.579111,0.720889,0.422500,0.708887
4.0600,-0.067843,0.588952,0.711048,0.422500,0.610482
4.0700,-0.072879,0.598777,0.701223,0.422500,0.512227
4.0800,-0.077862,0.608605,0.691395,0.422500,0.413952
4.0900,-0.082801,0.618452,0.681548,0.422500,0.315483
4.1000,-0.087704,0.628335,0.671665,0.422500,0.216647
4.1100,-0.092579,0.638274,0.661726,0.422500,0.117265
4.1200,-0.097435,0.648284,0.651716,0.422500,0.017160
4.1300,-0.102281,0.658385,0.641615,0.422500,-0.083850
4.1400,-0.107126,0.668595,0.631405,0.422500,-0.185948
4.1500,-0.111978,0.678932,0.621068,0.422500,-0.289318
4.1600,-0.116846,0.689415,0.610585,0.422500,-0.394148
4.1700,-0.121739,0.700063,0.599937,0.422500,-0.500628
4.1800,-0.126667,0.710895,0.589105,0.422500,-0.608950
4.1900,-0.131638,0.721931,0.578069,0.422500,-0.719306
4.2000,-0.136662,0.733189,0.566811,0.422500,-0.831894
4.2100,-0.141748,0.744691,0.555309,0.422500,-0.946908
4.2200,-0.146906,0.756455,0.543545,0.422500,-1.064548
4.2300,-0.152144,0.768501,0.531499,0.422500,-1.185012
4.2400,-0.157473,0.780850,0.519150,0.422500,-1.308499
4.2500,-0.162901,0.793521,0.506479,0.422500,-1.435208
4.2600,-0.168440,0.806533,0.493467,0.422500,-1.565334
4.2700,-0.174097,0.819907,0.480093,0.422500,-1.699071
4.2800,-0.179882,0.833661,0.466339,0.422500,-1.836611
4.2900,-0.185805,0.847814,0.452186,0.422500,-1.978139
4.3000,-0.191875,0.862383,0.437617,0.422500,-2.123832
4.3100,-0.198101,0.877386,0.422614,0.422500,-2.273859
4.3200,-0.204492,0.892838,0.407162,0.422500,-2.428380
4.3300,-0.211056,0.908754,0.391246,0.422500,-2.587537
4.3400,-0.217802,0.925146,0.374854,0.422500,-2.751459
4.3500,-0.224736,0.942025,0.357975,0.422500,-2.920252
4.3600,-0.231865,0.959400,0.340600,0.422500,-3.094000
4.3700,-0.239197,0.977276,0.322724,0.422500,-3.272758
4.3800,-0.246735,0.995655,0.304345,0.422500,-3.456547
4.3900,-0.254484,1.000000,0.285465,0.417776,-3.572677
4.4000,-0.262447,1.000000,0.266088,0.411479,-3.669558
4.4100,-0.270621,1.000000,0.246277,0.405040,-3.768613
4.4200,-0.279001,1.000000,0.226064,0.398471,-3.869679
4.4300,-0.287581,1.000000,0.205471,0.391778,-3.972646
4.4400,-0.296353,1.000000,0.184522,0.384970,-4.077390
4.4500,-0.305308,1.000000,0.163246,0.378055,-4.183768
4.4600,-0.314438,1.000000,0.141676,0.371045,-4.291620
4.4700,-0.323730,1.000000,0.119846,0.363950,-4.400770
4.4800,-0.333172,1.000000,0.097796,0.356784,-4.511020
4.4900,-0.342750,1.000000,0.075569,0.349560,-4.622155
4.5000,-0.352448,1.000000,0.053212,0.342294,-4.733939
4.5100,-0.362248,1.000000,0.030777,0.335002,-4.846115
4.5200,-0.372132,1.000000,0.008318,0.327703,-4.958409
4.5300,-0.382077,1.000000,-0.014105,0.320416,-5.070525
4.5400,-0.392062,1.000000,-0.036430,0.313160,-5.182149
4.5500,-0.402062,1.000000,-0.058589,0.305958,-5.292947
