time,e_line,u_L,u_R,v,omega,fault_flag
12.35,0.0311116777659652,-1,1,0.6,10,0
12.36,0.0310333324291554,-1,1,0.6,10,0
12.37,0.0309548629590572,-1,1,0.6,10,0
12.38,0.0308762696695485,-1,1,0.6,10,0
12.39,0.0307975528750023,-1,1,0.6,10,0
12.4,0.0307187128902856,-1,1,0.6,10,0
12.41,0.0306397500307583,-1,1,0.6,10,0
12.42,0.0305606646122718,-1,1,0.6,10,0
12.43,0.0304814569511675,-1,1,0.6,10,0
12.44,0.0304021273642761,-1,1,0.6,10,0
12.45,0.0303226761689157,-1,1,0.6,10,0
12.46,0.0302431036828911,-1,1,0.6,10,0
12.47,0.0301634102244922,-1,1,0.6,10,0
12.48,0.0300835961124925,-1,1,0.6,10,0
12.49,0.0300036616661485,-1,1,0.6,10,0
12.5,0.0299236072051978,-1,1,0.6,10,0
12.51,0.0298434330498582,-1,1,0.6,10,0
12.52,0.0297631395208262,-1,1,0.6,10,0
12.53,0.0296827269392758,-1,1,0.6,10,0
12.54,0.0296021956268572,-1,1,0.6,10,0
12.55,0.0295215459056956,-1,1,0.6,10,0
12.56,0.0294407780983897,-1,1,0.6,10,0
12.57,0.0293598925280107,-1,1,0.6,10,0
12.58,0.0292788895181008,-1,1,0.6,10,0
12.59,0.0291977693926717,-1,1,0.6,10,0
12.6,0.0291165324762041,-1,1,0.6,10,0
12.61,0.0290351790936453,-1,1,0.6,10,0
12.62,0.0289537095704089,-1,1,0.6,10,0
12.63,0.0288721242323729,-1,1,0.6,10,0
12.64,0.0287904234058784,-1,1,0.6,10,0
12.65,0.0287086074177286,-1,1,0.6,10,0
12.66,0.0286266765951875,-1,1,0.6,10,0
12.67,0.0285446312659781,-1,1,0.6,10,0
12.68,0.0284624717582818,-1,1,0.6,10,0
12.69,0.0283801984007363,-1,1,0.6,10,0
12.7,0.0282978115224351,-1,1,0.6,10,0
12.71,0.0282153114529256,-1,1,0.6,10,0
12.72,0.0281326985222078,-1,1,0.6,10,0
12.73,0.0280499730607335,-1,1,0.6,10,0
12.74,0.0279671353994043,-1,1,0.6,10,0
12.75,0.0278841858695708,-1,1,0.6,10,0
12.76,0.0278011248030311,-1,1,0.6,10,0
12.77,0.0277179525320291,-1,1,0.6,10,0
12.78,0.027634669389254,-1,1,0.6,10,0
12.79,0.0275512757078382,-1,1,0.6,10,0
12.8,0.0274677718213563,-1,1,0.6,10,0
12.81,0.0273841580638238,-1,1,0.6,10,0
12.82,0.0273004347696955,-1,1,0.6,10,0
12.83,0.0272166022738645,-1,1,0.6,10,0
12.84,0.0271326609116607,-1,1,0.6,10,0
12.85,0.0270486110188494,-1,1,0.6,10,0
12.86,0.0269644529316301,-1,1,0.6,10,0
12.87,0.0268801869866351,-1,1,0.6,10,0
12.88,0.0267958135209279,-1,1,0.6,10,0
12.89,0.0267113328720024,-1,1,0.6,10,0
12.9,0.0266267453777811,-1,1,0.6,10,0
12.91,0.0265420513766137,-1,1,0.6,10,0
12.92,0.0264572512072762,-1,1,0.6,10,0
12.93,0.0263723452089691,-1,1,0.6,10,0
12.94,0.0262873337213164,-1,1,0.6,10,0
12.95,0.0262022170843638,-1,1,0.6,10,0
12.96,0.0261169956385778,-1,1,0.6,10,0
12.97,0.0260316697248441,-1,1,0.6,10,0
12.98,0.0259462396844662,-1,1,0.6,10,0
12.99,0.0258607058591642,-1,1,0.6,10,0
13,0.0257750685910732,-1,1,0.6,10,0
13.01,0.0256893282227422,-1,1,0.6,10,0
13.02,0.0256034850971326,-1,1,0.6,10,0
13.03,0.0255175395576167,-1,1,0.6,10,0
13.04,0.0254314919479766,-1,1,0.6,10,0
13.05,0.0253453426124027,-1,1,0.6,10,0
13.06,0.025259091895492,-1,1,0.6,10,0
13.07,0.0251727401422475,-1,1,0.6,10,0
13.08,0.025086287698076,-1,1,0.6,10,0
13.09,0.0249997349087871,-1,1,0.6,10,0
13.1,0.0249130821205919,-1,1,0.6,10,0
13.11,0.0248263296801015,-1,1,0.6,10,0
13.12,0.0247394779343254,-1,1,0.6,10,0
13.13,0.0246525272306706,-1,1,0.6,10,0
13.14,0.0245654779169397,-1,1,0.6,10,0
13.15,0.02447833034133,-1,1,0.6,10,0
13.16,0.0243910848524315,-1,1,0.6,10,0
13.17,0.0243037417992261,-1,1,0.6,10,0
13.18,0.0242163015310859,-1,1,0.6,10,0
13.19,0.0241287643977719,-1,1,0.6,10,0
13.2,0.0240411307494324,-1,1,0.6,10,0
13.21,0.023953400936602,-1,1,0.6,10,0
13.22,0.0238655753101998,-1,1,0.6,10,0
13.23,0.0237776542215282,-1,1,0.6,10,0
13.24,0.0236896380222714,-1,1,0.6,10,0
13.25,0.0236015270644941,-1,1,0.6,10,0
13.26,0.02351332170064,-1,1,0.6,10,0
13.27,0.0234250222835305,-1,1,0.6,10,0
13.28,0.023336629166363,-1,1,0.6,10,0
13.29,0.0232481427027101,-1,1,0.6,10,0
13.3,0.0231595632465173,-1,1,0.6,10,0
13.31,0.0230708911521023,-1,1,0.6,10,0
13.32,0.0229821267741536,-1,1,0.6,10,0
13.33,0.0228932704677284,-1,1,0.6,10,0
13.34,0.0228043225882518,-1,1,0.6,10,0
13.35,0.0227152834915153,-1,1,0.6,10,0
13.36,0.0226261535336751,-1,1,0.6,10,0
13.37,0.022536933071251,-1,1,0.6,10,0
13.38,0.0224476224611246,-1,1,0.6,10,0
13.39,0.0223582220605383,-1,1,0.6,10,0
13.4,0.0222687322270936,-1,1,0.6,10,0
13.41,0.0221791533187496,-1,1,0.6,10,0
13.42,0.022089485693822,-1,1,0.6,10,0
13.43,0.021999729710981,-1,1,0.6,10,0
13.44,0.0219098857292505,-1,1,0.6,10,0
13.45,0.0218199541080063,-1,1,0.6,10,0
13.46,0.0217299352069748,-1,1,0.6,10,0
13.47,0.0216398293862314,-1,1,0.6,10,0
13.48,0.0215496370061993,-1,1,0.6,10,0
13.49,0.0214593584276479,-1,1,0.6,10,0
13.5,0.0213689940116915,-1,1,0.6,10,0
13.51,0.0212785441197875,-1,1,0.6,10,0
13.52,0.0211880091137353,-1,1,0.6,10,0
13.53,0.021097389355675,-1,1,0.6,10,0
13.54,0.0210066852080854,-1,1,0.6,10,0
13.55,0.0209158970337829,-1,1,0.6,10,0
13.56,0.0208250251959202,-1,1,0.6,10,0
13.57,0.0207340700579845,-1,1,0.6,10,0
13.58,0.0206430319837962,-1,1,0.6,10,0
13.59,0.0205519113375075,-1,1,0.6,10,0
13.6,0.0204607084836009,-1,1,0.6,10,0
13.61,0.0203694237868876,-1,1,0.6,10,0
13.62,0.0202780576125063,-1,1,0.6,10,0
13.63,0.0201866103259215,-1,1,0.6,10,0
13.64,0.0200950822929224,-1,1,0.6,10,0
13.65,0.020003473879621,-1,1,0.6,10,0
13.66,0.0199117854524506,-1,1,0.6,10,0
13.67,0.0198200173781651,-1,1,0.6,10,0
13.68,0.0197281700238364,-1,1,0.6,10,0
13.69,0.0196362437568539,-1,1,0.6,10,0
13.7,0.0195442389449226,-1,1,0.6,10,0
13.71,0.0194521559560616,-1,1,0.6,10,0
13.72,0.0193599951586027,-1,1,0.6,10,0
13.73,0.0192677569211889,-1,1,0.6,10,0
13.74,0.0191754416127732,-1,1,0.6,10,0
13.75,0.0190830496026166,-1,1,0.6,10,0
13.76,0.018990581260287,-1,1,0.6,10,0
13.77,0.0188980369556577,-1,1,0.6,10,0
13.78,0.0188054170589058,-1,1,0.6,10,0
13.79,0.0187127219405107,-1,1,0.6,10,0
13.8,0.0186199519712528,-1,1,0.6,10,0
13.81,0.0185271075222118,-1,1,0.6,10,0
13.82,0.0184341889647655,-1,1,0.6,10,0
13.83,0.0183411966705878,-1,1,0.6,10,0
13.84,0.018248131011648,-1,1,0.6,10,0
13.85,0.0181549923602084,-1,1,0.6,10,0
13.86,0.0180617810888236,-1,1,0.6,10,0
13.87,0.0179684975703385,-1,1,0.6,10,0
13.88,0.0178751421778871,-1,1,0.6,10,0
13.89,0.0177817152848908,-1,1,0.6,10,0
13.9,0.0176882172650571,-1,1,0.6,10,0
13.91,0.017594648492378,-1,1,0.6,10,0
13.92,0.0175010093411283,-1,1,0.6,10,0
13.93,0.0174073001858645,-1,1,0.6,10,0
13.94,0.0173135214014233,-1,1,0.6,10,0
13.95,0.0172196733629195,-1,1,0.6,10,0
13.96,0.0171257564457452,-1,1,0.6,10,0
13.97,0.017031771025568,-1,1,0.6,10,0
13.98,0.0169377174783294,-1,1,0.6,10,0
13.99,0.0168435961802435,-1,1,0.6,10,0
14,0.0167494075077952,-1,1,0.6,10,0
14.01,0.0166551518377393,-1,1,0.6,10,0
14.02,0.0165608295470983,-1,1,0.6,10,0
14.03,0.0164664410131611,-1,1,0.6,10,0
14.04,0.0163719866134819,-1,1,0.6,10,0
14.05,0.016277466725878,-1,1,0.6,10,0
14.06,0.0161828817284289,-1,1,0.6,10,0
14.07,0.0160882319994745,-1,1,0.6,10,0
14.08,0.0159935179176135,-1,1,0.6,10,0
14.09,0.0158987398617022,-1,1,0.6,10,0
14.1,0.0158038982108527,-1,1,0.6,10,0
14.11,0.0157089933444314,-1,1,0.6,10,0
14.12,0.0156140256420576,-1,1,0.6,10,0
14.13,0.0155189954836021,-1,1,0.6,10,0
14.14,0.0154239032491853,-1,1,0.6,10,0
14.15,0.0153287493191761,-1,1,0.6,10,0
14.16,0.0152335340741901,-1,1,0.6,10,0
14.17,0.0151382578950881,-1,1,0.6,10,0
14.18,0.0150429211629747,-1,1,0.6,10,0
14.19,0.0149475242591967,-1,1,0.6,10,0
14.2,0.0148520675653416,-1,1,0.6,10,0
14.21,0.014756551463236,-1,1,0.6,10,0
14.22,0.0146609763349443,-1,1,0.6,10,0
14.23,0.0145653425627668,-1,1,0.6,10,0
14.24,0.0144696505292384,-1,1,0.6,10,0
14.25,0.0143739006171272,-1,1,0.6,10,0
14.26,0.0142780932094327,-1,1,0.6,10,0
14.27,0.0141822286893844,-1,1,0.6,10,0
14.28,0.0140863074404403,-1,1,0.6,10,0
14.29,0.0139903298462852,-1,1,0.6,10,0
14.3,0.0138942962908293,-1,1,0.6,10,0
14.31,0.0137982071582068,-1,1,0.6,10,0
14.32,0.0137020628327741,-1,1,0.6,10,0
14.33,0.0136058636991083,-1,1,0.6,10,0
14.34,0.0135096101420059,-1,1,0.6,10,0
14.35,0.0134133025464809,-1,1,0.6,10,0
14.36,0.0133169412977636,-1,1,0.6,10,0
14.37,0.0132205267812988,-1,1,0.6,10,0
14.38,0.0131240593827446,-1,1,0.6,10,0
14.39,0.0130275394879704,-1,1,0.6,10,0
14.4,0.0129309674830555,-1,1,0.6,10,0
14.41,0.012834343754288,-1,1,0.6,10,0
14.42,0.0127376686881625,-1,1,0.6,10,0
14.43,0.0126409426713793,-1,1,0.6,10,0
14.44,0.0125441660908423,-1,1,0.6,10,0
14.45,0.0124473393336576,-1,1,0.6,10,0
14.46,0.0123504627871322,-1,1,0.6,10,0
14.47,0.0122535368387721,-1,1,0.6,10,0
14.48,0.012156561876281,-1,1,0.6,10,0
14.49,0.0120595382875586,-1,1,0.6,10,0
14.5,0.0119624664606991,-1,1,0.6,10,0
14.51,0.0118653467839897,-1,1,0.6,10,0
14.52,0.0117681796459091,-1,1,0.6,10,0
14.53,0.0116709654351254,-1,1,0.6,10,0
14.54,0.0115737045404957,-1,1,0.6,10,0
14.55,0.0114763973510632,-1,1,0.6,10,0
14.56,0.0113790442560566,-1,1,0.6,10,0
14.57,0.0112816456448882,-1,1,0.6,10,0
14.58,0.0111842019071522,-1,1,0.6,10,0
14.59,0.0110867134326235,-1,1,0.6,10,0
14.6,0.0109891806112558,-1,1,0.6,10,0
14.61,0.0108916038331804,-1,1,0.6,10,0
14.62,0.0107939834887041,-1,1,0.6,10,0
14.63,0.0106963199683083,-1,1,0.6,10,0
14.64,0.0105986136626469,-1,1,0.6,10,0
14.65,0.010500864962545,-1,1,0.6,10,0
14.66,0.0104030742589972,-1,1,0.6,10,0
14.67,0.0103052419431662,-1,1,0.6,10,0
14.68,0.0102073684063812,-1,1,0.6,10,0
14.69,0.0101094540401362,-1,1,0.6,10,0
14.7,0.0100114992360885,-1,1,0.6,10,0
14.71,0.00991350438605723,-1,1,0.6,10,0
14.72,0.00981546988202161,-1,1,0.6,10,0
14.73,0.00971739611611957,-1,1,0.6,10,0
14.74,0.009619283480646,-1,1,0.6,10,0
14.75,0.00952113236805135,-1,1,0.6,10,0
14.76,0.00942294317093993,-1,1,0.6,10,0
14.77,0.00932471628206837,-1,1,0.6,10,0
14.78,0.00922645209434411,-1,1,0.6,10,0
14.79,0.00912815100082379,-1,1,0.6,10,0
14.8,0.00902981339471163,-1,1,0.6,10,0
14.81,0.00893143966935794,-1,1,0.6,10,0
14.82,0.00883303021825746,-1,1,0.6,10,0
14.83,0.00873458543504792,-1,1,0.6,10,0
14.84,0.00863610571350827,-1,1,0.6,10,0
14.85,0.00853759144755727,-1,1,0.6,10,0
14.86,0.00843904303125188,-1,1,0.6,10,0
14.87,0.00834046085878559,-1,1,0.6,10,0
14.88,0.00824184532448699,-1,1,0.6,10,0
14.89,0.00814319682281811,-1,1,0.6,10,0
14.9,0.00804451574837277,-1,1,0.6,10,0
14.91,0.00794580249587518,-1,1,0.6,10,0
14.92,0.0078470574601782,-1,1,0.6,10,0
14.93,0.00774828103626183,-1,1,0.6,10,0
14.94,0.00764947361923166,-1,1,0.6,10,0
14.95,0.00755063560431719,-1,1,0.6,10,0
14.96,0.00745176738687037,-1,1,0.6,10,0
14.97,0.00735286936236397,-1,1,0.6,10,0
14.98,0.00725394192638989,-1,1,0.6,10,0
14.99,0.00715498547465781,-1,1,0.6,10,0
15,0.00705600040299336,-1,1,0.6,10,0
15.01,0.00695698710733669,-1,1,0.6,10,0
15.02,0.00685794598374089,-1,1,0.6,10,0
15.03,0.00675887742837027,-1,1,0.6,10,0
15.04,0.00665978183749896,-1,1,0.6,10,0
15.05,0.00656065960750919,-1,1,0.6,10,0
15.06,0.00646151113488972,-1,1,0.6,10,0
15.07,0.00636233681623435,-1,1,0.6,10,0
15.08,0.0062631370482402,-1,1,0.6,10,0
15.09,0.00616391222770618,-1,1,0.6,10,0
15.1,0.00606466275153149,-1,1,0.6,10,0
15.11,0.00596538901671386,-1,1,0.6,10,0
15.12,0.00586609142034811,-1,1,0.6,10,0
15.13,0.00576677035962453,-1,1,0.6,10,0
15.14,0.00566742623182718,-1,1,0.6,10,0
15.15,0.00556805943433248,-1,1,0.6,10,0
15.16,0.00546867036460746,-1,1,0.6,10,0
15.17,0.00536925942020826,-1,1,0.6,10,0
15.18,0.00526982699877856,-1,1,0.6,10,0
15.19,0.00517037349804786,-1,1,0.6,10,0
15.2,0.00507089931583007,-1,1,0.6,10,0
15.21,0.0049714048500218,-1,1,0.6,10,0
15.22,0.00487189049860073,-1,1,0.6,10,0
15.23,0.00477235665962419,-1,1,0.6,10,0
15.24,0.00467280373122737,-1,1,0.6,10,0
15.25,0.00457323211162184,-1,1,0.6,10,0
15.26,0.00447364219909398,-1,1,0.6,10,0
15.27,0.00437403439200326,-1,1,0.6,10,0
15.28,0.00427440908878081,-1,1,0.6,10,0
15.29,0.00417476668792773,-1,1,0.6,10,0
15.3,0.00407510758801343,-1,1,0.6,10,0
15.31,0.00397543218767425,-1,1,0.6,10,0
15.32,0.00387574088561161,-1,1,0.6,10,0
15.33,0.00377603408059057,-1,1,0.6,10,0
15.34,0.00367631217143827,-1,1,0.6,10,0
15.35,0.00357657555704216,-1,1,0.6,10,0
15.36,0.00347682463634862,-1,1,0.6,10,0
15.37,0.00337705980836114,-1,1,0.6,10,0
15.38,0.00327728147213894,-1,1,0.6,10,0
15.39,0.00317749002679523,-1,1,0.6,10,0
15.4,0.00307768587149566,-1,1,0.6,10,0
15.41,0.00297786940545668,-1,1,0.6,10,0
15.42,0.00287804102794407,-1,1,0.6,10,0
15.43,0.00277820113827117,-1,1,0.6,10,0
15.44,0.00267835013579744,-1,1,0.6,10,0
15.45,0.00257848841992671,-1,1,0.6,10,0
15.46,0.00247861639010574,-1,1,0.6,10,0
15.47,0.00237873444582254,-1,1,0.6,10,0
15.48,0.00227884298660473,-1,1,0.6,10,0
15.49,0.00217894241201799,-1,1,0.6,10,0
15.5,0.00207903312166452,-1,1,0.6,10,0
15.51,0.00197911551518132,-1,1,0.6,10,0
15.52,0.00187918999223873,-1,1,0.6,10,0
15.53,0.00177925695253864,-1,1,0.6,10,0
15.54,0.00167931679581312,-1,1,0.6,10,0
15.55,0.00157936992182267,-1,1,0.6,10,0
15.56,0.00147941673035465,-1,1,0.6,10,0
15.57,0.00137945762122165,-1,1,0.6,10,0
15.58,0.00127949299426003,-1,1,0.6,10,0
15.59,0.00117952324932811,-1,1,0.6,10,0
15.6,0.0010795487863048,-1,1,0.6,10,0
15.61,0.000979570005087754,-1,1,0.6,10,0
15.62,0.000879587305591995,-1,1,0.6,10,0
15.63,0.000779601087748209,-1,1,0.6,10,0
15.64,0.000679611751501111,-1,1,0.6,10,0
15.65,0.000579619696807892,-1,1,0.6,10,0
15.66,0.00047962532363668,-1,1,0.6,10,0
15.67,0.000379629031964791,-1,1,0.6,10,0
15.68,0.000279631221777302,-1,1,0.6,10,0
15.69,0.000179632293065299,-1,1,0.6,10,0
15.7,7.96326458243192e-05,-1,1,0.6,10,0
15.71,-2.03673199470935e-05,-1,1,0.6,10,0
15.72,-0.000120367204249254,-1,1,0.6,10,0
15.73,-0.000220366607082779,-1,1,0.6,10,0
15.74,-0.000320365128450148,-1,1,0.6,10,0
15.75,-0.000420362368357453,-1,1,0.6,10,0
15.76,-0.000520357926815823,-1,1,0.6,10,0
15.77,-0.000620351403843179,-1,1,0.6,10,0
15.78,-0.000720342399465791,-1,1,0.6,10,0
15.79,-0.000820330513719721,-1,1,0.6,10,0
15.8,-0.00092031534665269,-1,1,0.6,10,0
15.81,-0.00102029649832552,-1,1,0.6,10,0
15.82,-0.0011202735688137,-1,1,0.6,10,0
15.83,-0.00122024615820912,-1,1,0.6,10,0
15.84,-0.00132021386662151,-1,1,0.6,10,0
15.85,-0.00142017629418019,-1,1,0.6,10,0
15.86,-0.00152013304103563,-1,1,0.6,10,0
15.87,-0.0016200837073609,-1,1,0.6,10,0
15.88,-0.00172002789335349,-1,1,0.6,10,0
15.89,-0.00181996519923683,-1,1,0.6,10,0
15.9,-0.00191989522526177,-1,1,0.6,10,0
15.91,-0.00201981757170839,-1,1,0.6,10,0
15.92,-0.0021197318388874,-1,1,0.6,10,0
15.93,-0.00221963762714188,-1,1,0.6,10,0
15.94,-0.00231953453684883,-1,1,0.6,10,0
15.95,-0.00241942216842073,-1,1,0.6,10,0
15.96,-0.00251930012230716,-1,1,0.6,10,0
15.97,-0.00261916799899648,-1,1,0.6,10,0
15.98,-0.00271902539901727,-1,1,0.6,10,0
15.99,-0.00281887192294012,-1,1,0.6,10,0
16,-0.002918707171379,-1,1,0.6,10,0
16.01,-0.00301853074499312,-1,1,0.6,10,0
16.02,-0.00311834224448826,-1,1,0.6,10,0
16.03,-0.0032181412706186,-1,1,0.6,10,0
16.04,-0.00331792742418813,-1,1,0.6,10,0
16.05,-0.00341770030605241,-1,1,0.6,10,0
16.06,-0.00351745951711998,-1,1,0.6,10,0
16.07,-0.00361720465835423,-1,1,0.6,10,0
16.08,-0.00371693533077465,-1,1,0.6,10,0
16.09,-0.00381665113545866,-1,1,0.6,10,0
16.1,-0.00391635167354329,-1,1,0.6,10,0
16.11,-0.00401603654622637,-1,1,0.6,10,0
16.12,-0.00411570535476867,-1,1,0.6,10,0
16.13,-0.00421535770049502,-1,1,0.6,10,0
16.14,-0.0043149931847962,-1,1,0.6,10,0
16.15,-0.00441461140913038,-1,1,0.6,10,0
16.16,-0.00451421197502483,-1,1,0.6,10,0
16.17,-0.0046137944840774,-1,1,0.6,10,0
16.18,-0.00471335853795816,-1,1,0.6,10,0
16.19,-0.00481290373841108,-1,1,0.6,10,0
16.2,-0.00491242968725543,-1,1,0.6,10,0
16.21,-0.00501193598638762,-1,1,0.6,10,0
16.22,-0.00511142223778249,-1,1,0.6,10,0
16.23,-0.00521088804349529,-1,1,0.6,10,0
16.24,-0.00531033300566285,-1,1,0.6,10,0
16.25,-0.00540975672650542,-1,1,0.6,10,0
16.26,-0.00550915880832836,-1,1,0.6,10,0
16.27,-0.00560853885352335,-1,1,0.6,10,0
16.28,-0.00570789646457045,-1,1,0.6,10,0
16.29,-0.00580723124403927,-1,1,0.6,10,0
16.3,-0.00590654279459089,-1,1,0.6,10,0
16.31,-0.00600583071897918,-1,1,0.6,10,0
16.32,-0.00610509462005263,-1,1,0.6,10,0
16.33,-0.00620433410075573,-1,1,0.6,10,0
16.34,-0.00630354876413068,-1,1,0.6,10,0
16.35,-0.00640273821331901,-1,1,0.6,10,0
16.36,-0.00650190205156299,-1,1,0.6,10,0
16.37,-0.00660103988220746,-1,1,0.6,10,0
16.38,-0.00670015130870116,-1,1,0.6,10,0
16.39,-0.00679923593459862,-1,1,0.6,10,0
16.4,-0.00689829336356134,-1,1,0.6,10,0
16.41,-0.00699732319935985,-1,1,0.6,10,0
16.42,-0.00709632504587492,-1,1,0.6,10,0
16.43,-0.0071952985070992,-1,1,0.6,10,0
16.44,-0.00729424318713908,-1,1,0.6,10,0
16.45,-0.00739315869021593,-1,1,0.6,10,0
16.46,-0.00749204462066789,-1,1,0.6,10,0
16.47,-0.00759090058295133,-1,1,0.6,10,0
16.48,-0.00768972618164259,-1,1,0.6,10,0
16.49,-0.00778852102143937,-1,1,0.6,10,0
16.5,-0.00788728470716243,-1,1,0.6,10,0
16.51,-0.0079860168437572,-1,1,0.6,10,0
16.52,-0.00808471703629522,-1,1,0.6,10,0
16.53,-0.0081833848899759,-1,1,0.6,10,0
16.54,-0.00828202001012789,-1,1,0.6,10,0
16.55,-0.00838062200221094,-1,1,0.6,10,0
16.56,-0.00847919047181709,-1,1,0.6,10,0
16.57,-0.0085777250246727,-1,1,0.6,10,0
16.58,-0.00867622526663968,-1,1,0.6,10,0
16.59,-0.00877469080371709,-1,1,0.6,10,0
16.6,-0.00887312124204303,-1,1,0.6,10,0
16.61,-0.00897151618789581,-1,1,0.6,10,0
16.62,-0.00906987524769582,-1,1,0.6,10,0
16.63,-0.00916819802800692,-1,1,0.6,10,0
16.64,-0.00926648413553814,-1,1,0.6,10,0
16.65,-0.00936473317714516,-1,1,0.6,10,0
16.66,-0.00946294475983198,-1,1,0.6,10,0
16.67,-0.00956111849075237,-1,1,0.6,10,0
16.68,-0.00965925397721153,-1,1,0.6,10,0
16.69,-0.00975735082666768,-1,1,0.6,10,0
16.7,-0.00985540864673349,-1,1,0.6,10,0
16.71,-0.00995342704517792,-1,1,0.6,10,0
16.72,-0.0100514056299274,-1,1,0.6,10,0
16.73,-0.0101493440090678,-1,1,0.6,10,0
16.74,-0.0102472417908457,-1,1,0.6,10,0
16.75,-0.01034509858367,-1,1,0.6,10,0
16.76,-0.0104429139961138,-1,1,0.6,10,0
16.77,-0.0105406876369156,-1,1,0.6,10,0
16.78,-0.0106384191149809,-1,1,0.6,10,0
16.79,-0.0107361080393838,-1,1,0.6,10,0
16.8,-0.010833754019369,-1,1,0.6,10,0
16.81,-0.0109313566643525,-1,1,0.6,10,0
16.82,-0.011028915583924,-1,1,0.6,10,0
16.83,-0.0111264303878478,-1,1,0.6,10,0
16.84,-0.0112239006860649,-1,1,0.6,10,0
16.85,-0.0113213260886942,-1,1,0.6,10,0
16.86,-0.0114187062060342,-1,1,0.6,10,0
16.87,-0.0115160406485647,-1,1,0.6,10,0
16.88,-0.0116133290269479,-1,1,0.6,10,0
16.89,-0.0117105709520305,-1,1,0.6,10,0
16.9,-0.0118077660348449,-1,1,0.6,10,0
16.91,-0.0119049138866109,-1,1,0.6,10,0
16.92,-0.0120020141187372,-1,1,0.6,10,0
16.93,-0.012099066342823,-1,1,0.6,10,0
16.94,-0.0121960701706597,-1,1,0.6,10,0
16.95,-0.0122930252142319,-1,1,0.6,10,0
16.96,-0.0123899310857196,-1,1,0.6,10,0
16.97,-0.0124867873974995,-1,1,0.6,10,0
16.98,-0.0125835937621465,-1,1,0.6,10,0
16.99,-0.0126803497924352,-1,1,0.6,10,0
17,-0.0127770551013416,-1,1,0.6,10,0
17.01,-0.0128737093020447,-1,1,0.6,10,0
17.02,-0.0129703120079276,-1,1,0.6,10,0
17.03,-0.01306686283258,-1,1,0.6,10,0
17.04,-0.0131633613897983,-1,1,0.6,10,0
17.05,-0.0132598072935887,-1,1,0.6,10,0
17.06,-0.0133562001581675,-1,1,0.6,10,0
17.07,-0.0134525395979636,-1,1,0.6,10,0
17.08,-0.0135488252276192,-1,1,0.6,10,0
17.09,-0.0136450566619919,-1,1,0.6,10,0
17.1,-0.0137412335161562,-1,1,0.6,10,0
17.11,-0.0138373554054048,-1,1,0.6,10,0
17.12,-0.0139334219452501,-1,1,0.6,10,0
17.13,-0.0140294327514263,-1,1,0.6,10,0
17.14,-0.0141253874398902,-1,1,0.6,10,0
17.15,-0.0142212856268231,-1,1,0.6,10,0
17.16,-0.0143171269286325,-1,1,0.6,10,0
17.17,-0.0144129109619533,-1,1,0.6,10,0
17.18,-0.0145086373436494,-1,1,0.6,10,0
17.19,-0.0146043056908156,-1,1,0.6,10,0
17.2,-0.0146999156207784,-1,1,0.6,10,0
17.21,-0.0147954667510983,-1,1,0.6,10,0
17.22,-0.014890958699571,-1,1,0.6,10,0
17.23,-0.0149863910842287,-1,1,0.6,10,0
17.24,-0.0150817635233421,-1,1,0.6,10,0
17.25,-0.0151770756354215,-1,1,0.6,10,0
17.26,-0.0152723270392186,-1,1,0.6,10,0
17.27,-0.0153675173537278,-1,1,0.6,10,0
17.28,-0.0154626461981882,-1,1,0.6,10,0
17.29,-0.0155577131920844,-1,1,0.6,10,0
17.3,-0.0156527179551485,-1,1,0.6,10,0
17.31,-0.0157476601073617,-1,1,0.6,10,0
17.32,-0.0158425392689555,-1,1,0.6,10,0
17.33,-0.0159373550604133,-1,1,0.6,10,0
17.34,-0.0160321071024721,-1,1,0.6,10,0
17.35,-0.016126795016124,-1,1,0.6,10,0
17.36,-0.0162214184226172,-1,1,0.6,10,0
17.37,-0.0163159769434584,-1,1,0.6,10,0
17.38,-0.0164104702004135,-1,1,0.6,10,0
17.39,-0.0165048978155097,-1,1,0.6,10,0
17.4,-0.0165992594110367,-1,1,0.6,10,0
17.41,-0.0166935546095482,-1,1,0.6,10,0
17.42,-0.0167877830338635,-1,1,0.6,10,0
17.43,-0.016881944307069,-1,1,0.6,10,0
17.44,-0.0169760380525198,-1,1,0.6,10,0
17.45,-0.017070063893841,-1,1,0.6,10,0
17.46,-0.0171640214549295,-1,1,0.6,10,0
17.47,-0.0172579103599549,-1,1,0.6,10,0
17.48,-0.017351730233362,-1,1,0.6,10,0
17.49,-0.0174454806998713,-1,1,0.6,10,0
17.5,-0.017539161384481,-1,1,0.6,10,0
17.51,-0.0176327719124686,-1,1,0.6,10,0
17.52,-0.017726311909392,-1,1,0.6,10,0
17.53,-0.0178197810010914,-1,1,0.6,10,0
17.54,-0.0179131788136906,-1,1,0.6,10,0
17.55,-0.0180065049735984,-1,1,0.6,10,0
17.56,-0.0180997591075103,-1,1,0.6,10,0
17.57,-0.01819294084241,-1,1,0.6,10,0
17.58,-0.0182860498055705,-1,1,0.6,10,0
17.59,-0.0183790856245562,-1,1,0.6,10,0
17.6,-0.0184720479272239,-1,1,0.6,10,0
17.61,-0.0185649363417245,-1,1,0.6,10,0
17.62,-0.0186577504965045,-1,1,0.6,10,0
17.63,-0.0187504900203073,-1,1,0.6,10,0
17.64,-0.0188431545421752,-1,1,0.6,10,0
17.65,-0.0189357436914499,-1,1,0.6,10,0
