time,e_line,u_L,u_R,v,omega,fault_flag
32.72,0.0128933888733328,-1,1,0.6,10,0
32.73,0.0129899810437287,-1,1,0.6,10,0
32.74,0.0130865212542176,-1,1,0.6,10,0
32.75,0.013183009118639,-1,1,0.6,10,0
32.76,0.0132794442510414,-1,1,0.6,10,0
32.77,0.0133758262656846,-1,1,0.6,10,0
32.78,0.0134721547770406,-1,1,0.6,10,0
32.79,0.0135684293997953,-1,1,0.6,10,0
32.8,0.0136646497488506,-1,1,0.6,10,0
32.81,0.0137608154393252,-1,1,0.6,10,0
32.82,0.0138569260865563,-1,1,0.6,10,0
32.83,0.0139529813061015,-1,1,0.6,10,0
32.84,0.0140489807137402,-1,1,0.6,10,0
32.85,0.0141449239254746,-1,1,0.6,10,0
32.86,0.0142408105575323,-1,1,0.6,10,0
32.87,0.0143366402263667,-1,1,0.6,10,0
32.88,0.0144324125486594,-1,1,0.6,10,0
32.89,0.014528127141321,-1,1,0.6,10,0
32.9,0.0146237836214935,-1,1,0.6,10,0
32.91,0.014719381606551,-1,1,0.6,10,0
32.92,0.0148149207141017,-1,1,0.6,10,0
32.93,0.0149104005619893,-1,1,0.6,10,0
32.94,0.0150058207682945,-1,1,0.6,10,0
32.95,0.0151011809513367,-1,1,0.6,10,0
32.96,0.0151964807296751,-1,1,0.6,10,0
32.97,0.0152917197221109,-1,1,0.6,10,0
32.98,0.0153868975476883,-1,1,0.6,10,0
32.99,0.015482013825696,-1,1,0.6,10,0
33,0.0155770681756689,-1,1,0.6,10,0
33.01,0.01567206021739,-1,1,0.6,10,0
33.02,0.0157669895708911,-1,1,0.6,10,0
33.03,0.0158618558564549,-1,1,0.6,10,0
33.04,0.0159566586946165,-1,1,0.6,10,0
33.05,0.0160513977061644,-1,1,0.6,10,0
33.06,0.0161460725121431,-1,1,0.6,10,0
33.07,0.0162406827338532,-1,1,0.6,10,0
33.08,0.016335227992854,-1,1,0.6,10,0
33.09,0.0164297079109647,-1,1,0.6,10,0
33.1,0.0165241221102656,-1,1,0.6,10,0
33.11,0.0166184702131,-1,1,0.6,10,0
33.12,0.0167127518420758,-1,1,0.6,10,0
33.13,0.0168069666200666,-1,1,0.6,10,0
33.14,0.0169011141702132,-1,1,0.6,10,0
33.15,0.0169951941159256,-1,1,0.6,10,0
33.16,0.0170892060808844,-1,1,0.6,10,0
33.17,0.0171831496890415,-1,1,0.6,10,0
33.18,0.0172770245646228,-1,1,0.6,10,0
33.19,0.0173708303321288,-1,1,0.6,10,0
33.2,0.0174645666163368,-1,1,0.6,10,0
33.21,0.0175582330423015,-1,1,0.6,10,0
33.22,0.0176518292353575,-1,1,0.6,10,0
33.23,0.0177453548211201,-1,1,0.6,10,0
33.24,0.017838809425487,-1,1,0.6,10,0
33.25,0.01793219267464,-1,1,0.6,10,0
33.26,0.0180255041950462,-1,1,0.6,10,0
33.27,0.0181187436134598,-1,1,0.6,10,0
33.28,0.018211910556923,-1,1,0.6,10,0
33.29,0.0183050046527682,-1,1,0.6,10,0
33.3,0.0183980255286192,-1,1,0.6,10,0
33.31,0.0184909728123927,-1,1,0.6,10,0
33.32,0.0185838461322996,-1,1,0.6,10,0
33.33,0.0186766451168467,-1,1,0.6,10,0
33.34,0.0187693693948383,-1,1,0.6,10,0
33.35,0.0188620185953773,-1,1,0.6,10,0
33.36,0.018954592347867,-1,1,0.6,10,0
33.37,0.0190470902820126,-1,1,0.6,10,0
33.38,0.0191395120278226,-1,1,0.6,10,0
33.39,0.0192318572156099,-1,1,0.6,10,0
33.4,0.019324125475994,-1,1,0.6,10,0
33.41,0.019416316439902,-1,1,0.6,10,0
33.42,0.0195084297385701,-1,1,0.6,10,0
33.43,0.0196004650035452,-1,1,0.6,10,0
33.44,0.0196924218666864,-1,1,0.6,10,0
33.45,0.0197842999601666,-1,1,0.6,10,0
33.46,0.0198760989164731,-1,1,0.6,10,0
33.47,0.0199678183684106,-1,1,0.6,10,0
33.48,0.0200594579491012,-1,1,0.6,10,0
33.49,0.0201510172919867,-1,1,0.6,10,0
33.5,0.0202424960308299,-1,1,0.6,10,0
33.51,0.020333893799716,-1,1,0.6,10,0
33.52,0.0204252102330541,-1,1,0.6,10,0
33.53,0.0205164449655784,-1,1,0.6,10,0
33.54,0.0206075976323502,-1,1,0.6,10,0
33.55,0.0206986678687589,-1,1,0.6,10,0
33.56,0.0207896553105238,-1,1,0.6,10,0
33.57,0.0208805595936952,-1,1,0.6,10,0
33.58,0.020971380354656,-1,1,0.6,10,0
33.59,0.0210621172301234,-1,1,0.6,10,0
33.6,0.0211527698571499,-1,1,0.6,10,0
33.61,0.0212433378731252,-1,1,0.6,10,0
33.62,0.0213338209157773,-1,1,0.6,10,0
33.63,0.0214242186231742,-1,1,0.6,10,0
33.64,0.0215145306337252,-1,1,0.6,10,0
33.65,0.0216047565861824,-1,1,0.6,10,0
33.66,0.021694896119642,-1,1,0.6,10,0
33.67,0.021784948873546,-1,1,0.6,10,0
33.68,0.0218749144876836,-1,1,0.6,10,0
33.69,0.0219647926021924,-1,1,0.6,10,0
33.7,0.0220545828575602,-1,1,0.6,10,0
33.71,0.0221442848946258,-1,1,0.6,10,0
33.72,0.0222338983545814,-1,1,0.6,10,0
33.73,0.0223234228789733,-1,1,0.6,10,0
33.74,0.0224128581097034,-1,1,0.6,10,0
33.75,0.0225022036890309,-1,1,0.6,10,0
33.76,0.0225914592595737,-1,1,0.6,10,0
33.77,0.0226806244643096,-1,1,0.6,10,0
33.78,0.0227696989465778,-1,1,0.6,10,0
33.79,0.0228586823500806,-1,1,0.6,10,0
33.8,0.0229475743188845,-1,1,0.6,10,0
33.81,0.0230363744974218,-1,1,0.6,10,0
33.82,0.0231250825304917,-1,1,0.6,10,0
33.83,0.0232136980632624,-1,1,0.6,10,0
33.84,0.0233022207412718,-1,1,0.6,10,0
33.85,0.0233906502104292,-1,1,0.6,10,0
33.86,0.023478986117017,-1,1,0.6,10,0
33.87,0.0235672281076917,-1,1,0.6,10,0
33.88,0.0236553758294853,-1,1,0.6,10,0
33.89,0.0237434289298072,-1,1,0.6,10,0
33.9,0.023831387056445,-1,1,0.6,10,0
33.91,0.0239192498575664,-1,1,0.6,10,0
33.92,0.0240070169817202,-1,1,0.6,10,0
33.93,0.024094688077838,-1,1,0.6,10,0
33.94,0.0241822627952358,-1,1,0.6,10,0
33.95,0.0242697407836146,-1,1,0.6,10,0
33.96,0.0243571216930625,-1,1,0.6,10,0
33.97,0.0244444051740562,-1,1,0.6,10,0
33.98,0.0245315908774619,-1,1,0.6,10,0
33.99,0.0246186784545367,-1,1,0.6,10,0
34,0.0247056675569304,-1,1,0.6,10,0
34.01,0.0247925578366869,-1,1,0.6,10,0
34.02,0.0248793489462452,-1,1,0.6,10,0
34.03,0.0249660405384408,-1,1,0.6,10,0
34.04,0.0250526322665075,-1,1,0.6,10,0
34.05,0.0251391237840786,-1,1,0.6,10,0
34.06,0.0252255147451881,-1,1,0.6,10,0
34.07,0.0253118048042722,-1,1,0.6,10,0
34.08,0.0253979936161709,-1,1,0.6,10,0
34.09,0.025484080836129,-1,1,0.6,10,0
34.1,0.0255700661197976,-1,1,0.6,10,0
34.11,0.0256559491232359,-1,1,0.6,10,0
34.12,0.0257417295029119,-1,1,0.6,10,0
34.13,0.0258274069157043,-1,1,0.6,10,0
34.14,0.0259129810189034,-1,1,0.6,10,0
34.15,0.0259984514702129,-1,1,0.6,10,0
34.16,0.0260838179277513,-1,1,0.6,10,0
34.17,0.0261690800500527,-1,1,0.6,10,0
34.18,0.0262542374960689,-1,1,0.6,10,0
34.19,0.02633928992517,-1,1,0.6,10,0
34.2,0.0264242369971466,-1,1,0.6,10,0
34.21,0.0265090783722104,-1,1,0.6,10,0
34.22,0.026593813710996,-1,1,0.6,10,0
34.23,0.0266784426745623,-1,1,0.6,10,0
34.24,0.0267629649243935,-1,1,0.6,10,0
34.25,0.0268473801224006,-1,1,0.6,10,0
34.26,0.026931687930923,-1,1,0.6,10,0
34.27,0.0270158880127297,-1,1,0.6,10,0
34.28,0.0270999800310203,-1,1,0.6,10,0
34.29,0.0271839636494269,-1,1,0.6,10,0
34.3,0.0272678385320151,-1,1,0.6,10,0
34.31,0.0273516043432856,-1,1,0.6,10,0
34.32,0.0274352607481752,-1,1,0.6,10,0
34.33,0.0275188074120583,-1,1,0.6,10,0
34.34,0.0276022440007486,-1,1,0.6,10,0
34.35,0.0276855701804996,-1,1,0.6,10,0
34.36,0.0277687856180067,-1,1,0.6,10,0
34.37,0.0278518899804085,-1,1,0.6,10,0
34.38,0.0279348829352875,-1,1,0.6,10,0
34.39,0.0280177641506719,-1,1,0.6,10,0
34.4,0.0281005332950372,-1,1,0.6,10,0
34.41,0.0281831900373067,-1,1,0.6,10,0
34.42,0.0282657340468536,-1,1,0.6,10,0
34.43,0.0283481649935021,-1,1,0.6,10,0
34.44,0.0284304825475283,-1,1,0.6,10,0
34.45,0.0285126863796623,-1,1,0.6,10,0
34.46,0.0285947761610888,-1,1,0.6,10,0
34.47,0.0286767515634488,-1,1,0.6,10,0
34.48,0.0287586122588407,-1,1,0.6,10,0
34.49,0.028840357919822,-1,1,0.6,10,0
34.5,0.02892198821941,-1,1,0.6,10,0
34.51,0.0290035028310837,-1,1,0.6,10,0
34.52,0.0290849014287848,-1,1,0.6,10,0
34.53,0.0291661836869189,-1,1,0.6,10,0
34.54,0.0292473492803572,-1,1,0.6,10,0
34.55,0.0293283978844374,-1,1,0.6,10,0
34.56,0.0294093291749651,-1,1,0.6,10,0
34.57,0.0294901428282153,-1,1,0.6,10,0
34.58,0.0295708385209335,-1,1,0.6,10,0
34.59,0.0296514159303371,-1,1,0.6,10,0
34.6,0.0297318747341165,-1,1,0.6,10,0
34.61,0.0298122146104366,-1,1,0.6,10,0
34.62,0.0298924352379379,-1,1,0.6,10,0
34.63,0.0299725362957383,-1,1,0.6,10,0
34.64,0.0300525174634334,-1,1,0.6,10,0
34.65,0.0301323784210986,-1,1,0.6,10,0
34.66,0.0302121188492905,-1,1,0.6,10,0
34.67,0.0302917384290471,-1,1,0.6,10,0
34.68,0.0303712368418905,-1,1,0.6,10,0
34.69,0.0304506137698269,-1,1,0.6,10,0
34.7,0.030529868895349,-1,1,0.6,10,0
34.71,0.0306090019014361,-1,1,0.6,10,0
34.72,0.0306880124715564,-1,1,0.6,10,0
34.73,0.0307669002896678,-1,1,0.6,10,0
34.74,0.030845665040219,-1,1,0.6,10,0
34.75,0.0309243064081512,-1,1,0.6,10,0
34.76,0.031002824078899,-1,1,0.6,10,0
34.77,0.0310812177383918,-1,1,0.6,10,0
34.78,0.0311594870730551,-1,1,0.6,10,0
34.79,0.0312376317698117,-1,1,0.6,10,0
34.8,0.0313156515160828,-1,1,0.6,10,0
34.81,0.0313935459997896,-1,1,0.6,10,0
34.82,0.0314713149093543,-1,1,0.6,10,0
34.83,0.0315489579337013,-1,1,0.6,10,0
34.84,0.0316264747622587,-1,1,0.6,10,0
34.85,0.0317038650849591,-1,1,0.6,10,0
34.86,0.0317811285922415,-1,1,0.6,10,0
34.87,0.0318582649750519,-1,1,0.6,10,0
34.88,0.0319352739248449,-1,1,0.6,10,0
34.89,0.0320121551335847,-1,1,0.6,10,0
34.9,0.0320889082937467,-1,1,0.6,10,0
34.91,0.0321655330983183,-1,1,0.6,10,0
34.92,0.0322420292408004,-1,1,0.6,10,0
34.93,0.0323183964152085,-1,1,0.6,10,0
34.94,0.0323946343160741,-1,1,0.6,10,0
34.95,0.0324707426384456,-1,1,0.6,10,0
34.96,0.0325467210778898,-1,1,0.6,10,0
34.97,0.0326225693304931,-1,1,0.6,10,0
34.98,0.0326982870928626,-1,1,0.6,10,0
34.99,0.0327738740621273,-1,1,0.6,10,0
35,0.0328493299359395,-1,1,0.6,10,0
35.01,0.0329246544124757,-1,1,0.6,10,0
35.02,0.0329998471904382,-1,1,0.6,10,0
35.03,0.0330749079690559,-1,1,0.6,10,0
35.04,0.0331498364480858,-1,1,0.6,10,0
35.05,0.0332246323278142,-1,1,0.6,10,0
35.06,0.0332992953090575,-1,1,0.6,10,0
35.07,0.0333738250931639,-1,1,0.6,10,0
35.08,0.0334482213820145,-1,1,0.6,10,0
35.09,0.0335224838780242,-1,1,0.6,10,0
35.1,0.0335966122841431,-1,1,0.6,10,0
35.11,0.0336706063038576,-1,1,0.6,10,0
35.12,0.0337444656411918,-1,1,0.6,10,0
35.13,0.0338181900007085,-1,1,0.6,10,0
35.14,0.0338917790875102,-1,1,0.6,10,0
35.15,0.0339652326072407,-1,1,0.6,10,0
35.16,0.0340385502660862,-1,1,0.6,10,0
35.17,0.0341117317707759,-1,1,0.6,10,0
35.18,0.034184776828584,-1,1,0.6,10,0
35.19,0.0342576851473304,-1,1,0.6,10,0
35.2,0.034330456435382,-1,1,0.6,10,0
35.21,0.0344030904016535,-1,1,0.6,10,0
35.22,0.0344755867556093,-1,1,0.6,10,0
35.23,0.034547945207264,-1,1,0.6,10,0
35.24,0.034620165467184,-1,1,0.6,10,0
35.25,0.0346922472464882,-1,1,0.6,10,0
35.26,0.0347641902568497,-1,1,0.6,10,0
35.27,0.0348359942104966,-1,1,0.6,10,0
35.28,0.0349076588202131,-1,1,0.6,10,0
35.29,0.0349791837993408,-1,1,0.6,10,0
35.3,0.03505056886178,-1,1,0.6,10,0
35.31,0.0351218137219904,-1,1,0.6,10,0
35.32,0.0351929180949928,-1,1,0.6,10,0
35.33,0.0352638816963697,-1,1,0.6,10,0
35.34,0.0353347042422669,-1,1,0.6,10,0
35.35,0.0354053854493942,-1,1,0.6,10,0
35.36,0.0354759250350269,-1,1,0.6,10,0
35.37,0.0355463227170068,-1,1,0.6,10,0
35.38,0.0356165782137432,-1,1,0.6,10,0
35.39,0.0356866912442143,-1,1,0.6,10,0
35.4,0.0357566615279679,-1,1,0.6,10,0
35.41,0.0358264887851231,-1,1,0.6,10,0
35.42,0.035896172736371,-1,1,0.6,10,0
35.43,0.0359657131029757,-1,1,0.6,10,0
35.44,0.036035109606776,-1,1,0.6,10,0
35.45,0.036104361970186,-1,1,0.6,10,0
35.46,0.0361734699161961,-1,1,0.6,10,0
35.47,0.0362424331683749,-1,1,0.6,10,0
35.48,0.0363112514508693,-1,1,0.6,10,0
35.49,0.0363799244884063,-1,1,0.6,10,0
35.5,0.0364484520062938,-1,1,0.6,10,0
35.51,0.036516833730422,-1,1,0.6,10,0
35.52,0.0365850693872639,-1,1,0.6,10,0
35.53,0.036653158703877,-1,1,0.6,10,0
35.54,0.0367211014079042,-1,1,0.6,10,0
35.55,0.0367888972275747,-1,1,0.6,10,0
35.56,0.0368565458917054,-1,1,0.6,10,0
35.57,0.0369240471297016,-1,1,0.6,10,0
35.58,0.0369914006715585,-1,1,0.6,10,0
35.59,0.0370586062478621,-1,1,0.6,10,0
35.6,0.0371256635897901,-1,1,0.6,10,0
35.61,0.0371925724291132,-1,1,0.6,10,0
35.62,0.0372593324981962,-1,1,0.6,10,0
35.63,0.037325943529999,-1,1,0.6,10,0
35.64,0.0373924052580773,-1,1,0.6,10,0
35.65,0.0374587174165845,-1,1,0.6,10,0
35.66,0.037524879740272,-1,1,0.6,10,0
35.67,0.0375908919644905,-1,1,0.6,10,0
35.68,0.0376567538251912,-1,1,0.6,10,0
35.69,0.0377224650589269,-1,1,0.6,10,0
35.7,0.0377880254028527,-1,1,0.6,10,0
35.71,0.0378534345947272,-1,1,0.6,10,0
35.72,0.0379186923729139,-1,1,0.6,10,0
35.73,0.0379837984763816,-1,1,0.6,10,0
35.74,0.038048752644706,-1,1,0.6,10,0
35.75,0.0381135546180706,-1,1,0.6,10,0
35.76,0.0381782041372675,-1,1,0.6,10,0
35.77,0.0382427009436988,-1,1,0.6,10,0
35.78,0.0383070447793773,-1,1,0.6,10,0
35.79,0.0383712353869277,-1,1,0.6,10,0
35.8,0.0384352725095878,-1,1,0.6,10,0
35.81,0.0384991558912091,-1,1,0.6,10,0
35.82,0.0385628852762581,-1,1,0.6,10,0
35.83,0.0386264604098175,-1,1,0.6,10,0
35.84,0.0386898810375867,-1,1,0.6,10,0
35.85,0.0387531469058834,-1,1,0.6,10,0
35.86,0.0388162577616441,-1,1,0.6,10,0
35.87,0.0388792133524255,-1,1,0.6,10,0
35.88,0.0389420134264054,-1,1,0.6,10,0
35.89,0.0390046577323834,-1,1,0.6,10,0
35.9,0.0390671460197825,-1,1,0.6,10,0
35.91,0.0391294780386497,-1,1,0.6,10,0
35.92,0.0391916535396569,-1,1,0.6,10,0
35.93,0.0392536722741021,-1,1,0.6,10,0
35.94,0.0393155339939106,-1,1,0.6,10,0
35.95,0.0393772384516356,-1,1,0.6,10,0
35.96,0.0394387854004592,-1,1,0.6,10,0
35.97,0.0395001745941938,-1,1,0.6,10,0
35.98,0.0395614057872828,-1,1,0.6,10,0
35.99,0.0396224787348013,-1,1,0.6,10,0
36,0.0396833931924577,-1,1,0.6,10,0
36.01,0.0397441489165942,-1,1,0.6,10,0
36.02,0.0398047456641881,-1,1,0.6,10,0
36.03,0.0398651831928524,-1,1,0.6,10,0
36.04,0.039925461260837,-1,1,0.6,10,0
36.05,0.0399855796270299,-1,1,0.6,10,0
36.06,0.0400455380509576,-1,1,0.6,10,0
36.07,0.0401053362927865,-1,1,0.6,10,0
36.08,0.0401649741133236,-1,1,0.6,10,0
36.09,0.0402244512740179,-1,1,0.6,10,0
36.1,0.0402837675369607,-1,1,0.6,10,0
36.11,0.040342922664887,-1,1,0.6,10,0
36.12,0.0404019164211765,-1,1,0.6,10,0
36.13,0.0404607485698542,-1,1,0.6,10,0
36.14,0.0405194188755916,-1,1,0.6,10,0
36.15,0.0405779271037074,-1,1,0.6,10,0
36.16,0.040636273020169,-1,1,0.6,10,0
36.17,0.0406944563915927,-1,1,0.6,10,0
36.18,0.040752476985245,-1,1,0.6,10,0
36.19,0.0408103345690437,-1,1,0.6,10,0
36.2,0.0408680289115587,-1,1,0.6,10,0
36.21,0.0409255597820124,-1,1,0.6,10,0
36.22,0.0409829269502815,-1,1,0.6,10,0
36.23,0.0410401301868976,-1,1,0.6,10,0
36.24,0.0410971692630476,-1,1,0.6,10,0
36.25,0.0411540439505753,-1,1,0.6,10,0
36.26,0.0412107540219821,-1,1,0.6,10,0
36.27,0.0412672992504278,-1,1,0.6,10,0
36.28,0.0413236794097314,-1,1,0.6,10,0
36.29,0.0413798942743726,-1,1,0.6,10,0
36.3,0.0414359436194918,-1,1,0.6,10,0
36.31,0.0414918272208918,-1,1,0.6,10,0
36.32,0.0415475448550382,-1,1,0.6,10,0
36.33,0.0416030962990606,-1,1,0.6,10,0
36.34,0.0416584813307533,-1,1,0.6,10,0
36.35,0.0417136997285762,-1,1,0.6,10,0
36.36,0.0417687512716558,-1,1,0.6,10,0
36.37,0.041823635739786,-1,1,0.6,10,0
36.38,0.041878352913429,-1,1,0.6,10,0
36.39,0.0419329025737162,-1,1,0.6,10,0
36.4,0.041987284502449,-1,1,0.6,10,0
36.41,0.0420414984820998,-1,1,0.6,10,0
36.42,0.0420955442958127,-1,1,0.6,10,0
36.43,0.0421494217274046,-1,1,0.6,10,0
36.44,0.0422031305613657,-1,1,0.6,10,0
36.45,0.0422566705828609,-1,1,0.6,10,0
36.46,0.0423100415777301,-1,1,0.6,10,0
36.47,0.0423632433324894,-1,1,0.6,10,0
36.48,0.0424162756343318,-1,1,0.6,10,0
36.49,0.0424691382711283,-1,1,0.6,10,0
36.5,0.0425218310314282,-1,1,0.6,10,0
36.51,0.0425743537044608,-1,1,0.6,10,0
36.52,0.0426267060801353,-1,1,0.6,10,0
36.53,0.0426788879490424,-1,1,0.6,10,0
36.54,0.0427308991024545,-1,1,0.6,10,0
36.55,0.0427827393323272,-1,1,0.6,10,0
36.56,0.0428344084312996,-1,1,0.6,10,0
36.57,0.0428859061926954,-1,1,0.6,10,0
36.58,0.0429372324105236,-1,1,0.6,10,0
36.59,0.0429883868794795,-1,1,0.6,10,0
36.6,0.0430393693949451,-1,1,0.6,10,0
36.61,0.0430901797529905,-1,1,0.6,10,0
36.62,0.0431408177503744,-1,1,0.6,10,0
36.63,0.0431912831845448,-1,1,0.6,10,0
36.64,0.04324157585364,-1,1,0.6,10,0
36.65,0.0432916955564895,-1,1,0.6,10,0
36.66,0.0433416420926145,-1,1,0.6,10,0
36.67,0.0433914152622289,-1,1,0.6,10,0
36.68,0.0434410148662401,-1,1,0.6,10,0
36.69,0.0434904407062497,-1,1,0.6,10,0
36.7,0.0435396925845546,-1,1,0.6,10,0
36.71,0.0435887703041471,-1,1,0.6,10,0
36.72,0.0436376736687165,-1,1,0.6,10,0
36.73,0.0436864024826495,-1,1,0.6,10,0
36.74,0.0437349565510308,-1,1,0.6,10,0
36.75,0.0437833356796441,-1,1,0.6,10,0
36.76,0.0438315396749732,-1,1,0.6,10,0
36.77,0.043879568344202,-1,1,0.6,10,0
36.78,0.0439274214952159,-1,1,0.6,10,0
36.79,0.0439750989366023,-1,1,0.6,10,0
36.8,0.0440226004776517,-1,1,0.6,10,0
36.81,0.0440699259283579,-1,1,0.6,10,0
36.82,0.0441170750994191,-1,1,0.6,10,0
36.83,0.0441640478022387,-1,1,0.6,10,0
36.84,0.0442108438489261,-1,1,0.6,10,0
36.85,0.0442574630522969,-1,1,0.6,10,0
36.86,0.0443039052258746,-1,1,0.6,10,0
36.87,0.0443501701838904,-1,1,0.6,10,0
36.88,0.0443962577412847,-1,1,0.6,10,0
36.89,0.0444421677137071,-1,1,0.6,10,0
36.9,0.044487899917518,-1,1,0.6,10,0
36.91,0.0445334541697885,-1,1,0.6,10,0
36.92,0.0445788302883017,-1,1,0.6,10,0
36.93,0.0446240280915532,-1,1,0.6,10,0
36.94,0.0446690473987518,-1,1,0.6,10,0
36.95,0.0447138880298204,-1,1,0.6,10,0
36.96,0.0447585498053965,-1,1,0.6,10,0
36.97,0.0448030325468331,-1,1,0.6,10,0
36.98,0.0448473360761992,-1,1,0.6,10,0
36.99,0.0448914602162808,-1,1,0.6,10,0
37,0.0449354047905813,-1,1,0.6,10,0
37.01,0.0449791696233227,-1,1,0.6,10,0
37.02,0.0450227545394455,-1,1,0.6,10,0
37.03,0.0450661593646102,-1,1,0.6,10,0
37.04,0.0451093839251975,-1,1,0.6,10,0
37.05,0.0451524280483093,-1,1,0.6,10,0
37.06,0.045195291561769,-1,1,0.6,10,0
37.07,0.0452379742941228,-1,1,0.6,10,0
37.08,0.0452804760746397,-1,1,0.6,10,0
37.09,0.0453227967333127,-1,1,0.6,10,0
37.1,0.0453649361008592,-1,1,0.6,10,0
37.11,0.0454068940087218,-1,1,0.6,10,0
37.12,0.0454486702890689,-1,1,0.6,10,0
37.13,0.0454902647747954,-1,1,0.6,10,0
37.14,0.0455316772995235,-1,1,0.6,10,0
37.15,0.0455729076976031,-1,1,0.6,10,0
37.16,0.0456139558041127,-1,1,0.6,10,0
37.17,0.0456548214548598,-1,1,0.6,10,0
37.18,0.045695504486382,-1,1,0.6,10,0
37.19,0.0457360047359472,-1,1,0.6,10,0
37.2,0.0457763220415545,-1,1,0.6,10,0
37.21,0.0458164562419346,-1,1,0.6,10,0
37.22,0.0458564071765508,-1,1,0.6,10,0
37.23,0.0458961746855995,-1,1,0.6,10,0
37.24,0.0459357586100106,-1,1,0.6,10,0
37.25,0.0459751587914485,-1,1,0.6,10,0
37.26,0.0460143750723126,-1,1,0.6,10,0
37.27,0.0460534072957377,-1,1,0.6,10,0
37.28,0.0460922553055951,-1,1,0.6,10,0
37.29,0.0461309189464926,-1,1,0.6,10,0
37.3,0.046169398063776,-1,1,0.6,10,0
37.31,0.0462076925035286,-1,1,0.6,10,0
37.32,0.0462458021125728,-1,1,0.6,10,0
37.33,0.0462837267384702,-1,1,0.6,10,0
37.34,0.0463214662295224,-1,1,0.6,10,0
37.35,0.0463590204347714,-1,1,0.6,10,0
37.36,0.0463963892040005,-1,1,0.6,10,0
37.37,0.0464335723877346,-1,1,0.6,10,0
37.38,0.0464705698372411,-1,1,0.6,10,0
37.39,0.0465073814045302,-1,1,0.6,10,0
37.4,0.0465440069423557,-1,1,0.6,10,0
37.41,0.0465804463042155,-1,1,0.6,10,0
37.42,0.0466166993443522,-1,1,0.6,10,0
37.43,0.0466527659177536,-1,1,0.6,10,0
37.44,0.0466886458801536,-1,1,0.6,10,0
37.45,0.0467243390880323,-1,1,0.6,10,0
37.46,0.046759845398617,-1,1,0.6,10,0
37.47,0.0467951646698824,-1,1,0.6,10,0
37.48,0.0468302967605515,-1,1,0.6,10,0
37.49,0.0468652415300961,-1,1,0.6,10,0
37.5,0.0468999988387369,-1,1,0.6,10,0
37.51,0.046934568547445,-1,1,0.6,10,0
37.52,0.0469689505179415,-1,1,0.6,10,0
37.53,0.0470031446126985,-1,1,0.6,10,0
37.54,0.0470371506949397,-1,1,0.6,10,0
37.55,0.0470709686286409,-1,1,0.6,10,0
37.56,0.0471045982785303,-1,1,0.6,10,0
37.57,0.0471380395100895,-1,1,0.6,10,0
37.58,0.0471712921895534,-1,1,0.6,10,0
37.59,0.0472043561839114,-1,1,0.6,10,0
37.6,0.0472372313609077,-1,1,0.6,10,0
37.61,0.0472699175890415,-1,1,0.6,10,0
37.62,0.047302414737568,-1,1,0.6,10,0
37.63,0.0473347226764986,-1,1,0.6,10,0
37.64,0.0473668412766016,-1,1,0.6,10,0
37.65,0.0473987704094026,-1,1,0.6,10,0
37.66,0.0474305099471852,-1,1,0.6,10,0
37.67,0.0474620597629913,-1,1,0.6,10,0
37.68,0.0474934197306216,-1,1,0.6,10,0
37.69,0.0475245897246363,-1,1,0.6,10,0
37.7,0.0475555696203554,-1,1,0.6,10,0
37.71,0.0475863592938595,-1,1,0.6,10,0
37.72,0.0476169586219899,-1,1,0.6,10,0
37.73,0.0476473674823493,-1,1,0.6,10,0
37.74,0.0476775857533022,-1,1,0.6,10,0
37.75,0.0477076133139758,-1,1,0.6,10,0
37.76,0.0477374500442596,-1,1,0.6,10,0
37.77,0.047767095824807,-1,1,0.6,10,0
37.78,0.0477965505370347,-1,1,0.6,10,0
37.79,0.047825814063124,-1,1,0.6,10,0
37.8,0.0478548862860209,-1,1,0.6,10,0
37.81,0.0478837670894364,-1,1,0.6,10,0
37.82,0.0479124563578473,-1,1,0.6,10,0
37.83,0.0479409539764968,-1,1,0.6,10,0
37.84,0.0479692598313942,-1,1,0.6,10,0
37.85,0.0479973738093163,-1,1,0.6,10,0
37.86,0.0480252957978071,-1,1,0.6,10,0
37.87,0.0480530256851788,-1,1,0.6,10,0
37.88,0.0480805633605119,-1,1,0.6,10,0
37.89,0.0481079087136555,-1,1,0.6,10,0
37.9,0.0481350616352285,-1,1,0.6,10,0
37.91,0.0481620220166191,-1,1,0.6,10,0
37.92,0.0481887897499859,-1,1,0.6,10,0
37.93,0.0482153647282579,-1,1,0.6,10,0
37.94,0.0482417468451353,-1,1,0.6,10,0
37.95,0.0482679359950896,-1,1,0.6,10,0
37.96,0.0482939320733643,-1,1,0.6,10,0
37.97,0.0483197349759751,-1,1,0.6,10,0
37.98,0.0483453445997104,-1,1,0.6,10,0
37.99,0.0483707608421318,-1,1,0.6,10,0
38,0.0483959836015743,-1,1,0.6,10,0
38.01,0.048421012777147,-1,1,0.6,10,0
38.02,0.048445848268733,-1,1,0.6,10,0
38.03,0.0484704899769907,-1,1,0.6,10,0
38.04,0.048494937803353,-1,1,0.6,10,0
38.05,0.0485191916500287,-1,1,0.6,10,0
38.06,0.0485432514200026,-1,1,0.6,10,0
38.07,0.0485671170170355,-1,1,0.6,10,0
38.08,0.0485907883456651,-1,1,0.6,10,0
38.09,0.0486142653112061,-1,1,0.6,10,0
38.1,0.0486375478197507,-1,1,0.6,10,0
38.11,0.0486606357781688,-1,1,0.6,10,0
