time,e_line,u_L,u_R,v,omega
37.81,0.000831235148309102,0.592081872727091,0.607918127272909,0.6,0.079181272729093
37.82,0.000906109198680569,0.591927801888709,0.608072198111291,0.6,0.0807219811129101
37.83,0.000980960596369261,0.591773420817178,0.608226579182822,0.6,0.0822657918282244
37.84,0.00105578747009414,0.591618733372015,0.608381266627985,0.6,0.0838126662798455
37.85,0.0011305879491873,0.5914637434204,0.6085362565796,0.6,0.0853625657959967
37.86,0.00120536016364057,0.591308454837075,0.608691545162925,0.6,0.0869154516292536
37.87,0.00128010224415252,0.591152871504243,0.608847128495757,0.6,0.0884712849575697
37.88,0.0013548123221751,0.590996997311481,0.609003002688519,0.6,0.0900300268851917
37.89,0.00142948852996013,0.590840836155636,0.609159163844364,0.6,0.0915916384436366
37.9,0.00150412900060636,0.590684391940729,0.609315608059271,0.6,0.0931560805927112
37.91,0.00157873186810592,0.590527668577856,0.609472331422144,0.6,0.094723314221441
37.92,0.00165329526739106,0.590370669985093,0.609629330014907,0.6,0.0962933001490707
37.93,0.00172781733438057,0.590213400087398,0.609786599912602,0.6,0.0978659991260167
37.94,0.0018022962060267,0.59005586281651,0.60994413718349,0.6,0.0994413718349041
37.95,0.00187673002036156,0.589898062110851,0.610101937889149,0.6,0.101019378891491
37.96,0.00195111691654371,0.589740001915431,0.610259998084569,0.6,0.10259998084569
37.97,0.00202545503490451,0.589581686181748,0.610418313818252,0.6,0.104183138182516
37.98,0.00209974251699493,0.589423118867686,0.610576881132314,0.6,0.105768811323137
37.99,0.00217397750563184,0.589264303937419,0.610735696062581,0.6,0.107356960625806
38,0.00224815814494428,0.589105245361314,0.610894754638685,0.6,0.108947546386855
38.01,0.0023222825804202,0.588945947115826,0.611054052884174,0.6,0.110540528841742
38.02,0.00239634895895255,0.588786413183402,0.611213586816598,0.6,0.11213586816598
38.03,0.00247035542888579,0.588626647552382,0.611373352447618,0.6,0.113733524476178
38.04,0.00254430014006193,0.588466654216901,0.611533345783099,0.6,0.115333457830993
38.05,0.00261818124386707,0.588306437176781,0.611693562823219,0.6,0.116935628232191
38.06,0.00269199689327754,0.58814600043744,0.61185399956256,0.6,0.118539995625596
38.07,0.00276574524290583,0.587985348009791,0.612014651990209,0.6,0.120146519902089
38.08,0.00283942444904709,0.587824483910134,0.612175516089866,0.6,0.121755160898664
38.09,0.00291303266972502,0.587663412160062,0.612336587839937,0.6,0.123365878399375
38.1,0.00298656806473797,0.587502136786363,0.612497863213637,0.6,0.124978632136374
38.11,0.00306002879570481,0.587340661820912,0.612659338179088,0.6,0.126593381790884
38.12,0.00313341302611113,0.587178991300573,0.612821008699426,0.6,0.128210086994265
38.13,0.00320671892135504,0.587017129267103,0.612982870732897,0.6,0.129828707328971
38.14,0.00327994464879289,0.586855079767044,0.613144920232956,0.6,0.13144920232956
38.15,0.00335308837778535,0.586692846851624,0.613307153148376,0.6,0.133071531483759
38.16,0.003426148279743,0.586530434576658,0.613469565423342,0.6,0.134695654233419
38.17,0.00349912252817216,0.586367847002444,0.613632152997556,0.6,0.136321529975562
38.18,0.0035720092987203,0.586205088193664,0.613794911806336,0.6,0.137949118063359
38.19,0.00364480676922202,0.586042162219279,0.613957837780721,0.6,0.139578377807212
38.2,0.00371751311974435,0.585879073152429,0.614120926847571,0.6,0.141209268475706
38.21,0.00379012653263235,0.585715825070333,0.614284174929666,0.6,0.142841749296665
38.22,0.00386264519255438,0.585552422054186,0.614447577945814,0.6,0.144475779458137
38.23,0.00393506728654778,0.585388868189053,0.614611131810947,0.6,0.14611131810947
38.24,0.00400739100406403,0.585225167563772,0.614774832436228,0.6,0.147748324362281
38.25,0.00407961453701383,0.585061324270852,0.614938675729148,0.6,0.149386757291484
38.26,0.00415173607981269,0.584897342406364,0.615102657593636,0.6,0.151026575936357
38.27,0.00422375382942579,0.584733226069848,0.615266773930152,0.6,0.152667739301515
38.28,0.00429566598541319,0.584568979364204,0.615431020635796,0.6,0.154310206357964
38.29,0.00436747074997464,0.58440460639559,0.61559539360441,0.6,0.155953936044096
38.3,0.00443916632799481,0.584240111273323,0.615759888726677,0.6,0.157598887266772
38.31,0.00451075092708805,0.58407549810977,0.61592450189023,0.6,0.159245018902296
38.32,0.00458222275764298,0.583910771020255,0.616089228979745,0.6,0.160892289797449
38.33,0.00465358003286763,0.583745934122944,0.616254065877056,0.6,0.162540658770556
38.34,0.00472482096883384,0.583580991538752,0.616419008461248,0.6,0.164190084612478
38.35,0.00479594378452196,0.583415947391234,0.616584052608766,0.6,0.165840526087657
38.36,0.0048669467018652,0.583250805806487,0.616749194193513,0.6,0.167491941935127
38.37,0.00493782794579438,0.58308557091304,0.616914429086959,0.6,0.169144290869595
38.38,0.00500858574428215,0.582920246841758,0.617079753158242,0.6,0.170797531582423
38.39,0.00507921832838712,0.582754837725734,0.617245162274266,0.6,0.172451622742662
38.4,0.00514972393229843,0.582589347700186,0.617410652299814,0.6,0.174106522998136
38.41,0.00522010079337964,0.582423780902358,0.617576219097642,0.6,0.175762190976421
38.42,0.00529034715221295,0.582258141471409,0.617741858528591,0.6,0.177418585285907
38.43,0.00536046125264295,0.582092433548319,0.617907566451681,0.6,0.179075664516808
38.44,0.00543044134182081,0.581926661275776,0.618073338724224,0.6,0.180733387242243
38.45,0.00550028567024797,0.581760828798077,0.618239171201923,0.6,0.182391712019228
38.46,0.00556999249181989,0.581594940261027,0.618405059738973,0.6,0.184050597389734
38.47,0.00563956006386957,0.58142899981183,0.61857100018817,0.6,0.185710001881697
38.48,0.00570898664721138,0.581263011598989,0.618736988401011,0.6,0.187369884010107
38.49,0.00577827050618441,0.5810969797722,0.6189030202278,0.6,0.189030202277998
38.5,0.00584740990869568,0.580930908482252,0.619069091517748,0.6,0.190690915177483
38.51,0.00591640312626378,0.580764801880916,0.619235198119084,0.6,0.192351981190841
38.52,0.00598524843406188,0.580598664120849,0.61940133587915,0.6,0.194013358791505
38.53,0.0060539441109609,0.580432499355487,0.619567500644513,0.6,0.195675006445126
38.54,0.00612248843957241,0.580266311738942,0.619733688261058,0.6,0.197336882610584
38.55,0.00619087970629181,0.580100105425892,0.619899894574108,0.6,0.198998945741076
38.56,0.00625911620134105,0.579933884571489,0.620066115428511,0.6,0.20066115428511
38.57,0.00632719621881119,0.579767653331245,0.620232346668754,0.6,0.202323466687545
38.58,0.00639511805670541,0.579601415860933,0.620398584139067,0.6,0.203985841390673
38.59,0.00646288001698129,0.579435176316479,0.620564823683521,0.6,0.205648236835205
38.6,0.0065304804055934,0.579268938853865,0.620731061146135,0.6,0.20731061146135
38.61,0.00659791753253545,0.579102707629019,0.620897292370981,0.6,0.208972923709811
38.62,0.00666518971188283,0.578936486797711,0.621063513202289,0.6,0.210635132022886
38.63,0.0067322952618346,0.578770280515455,0.621229719484545,0.6,0.212297194845453
38.64,0.00679923250475542,0.578604092937399,0.621395907062601,0.6,0.213959070626012
38.65,0.00686599976721775,0.578437928218223,0.621562071781777,0.6,0.21562071781777
38.66,0.00693259538004351,0.578271790512037,0.621728209487963,0.6,0.217282094879629
